combo,mrpc,boolq,rte,cola,cb,scitail,stsb,cr,rotten_tomatoes,multirc,copa,piqa
sst2+snli+paws+imdb+winogrande,0.4264705882352941,0.5850152905198777,0.5306859205776173,0.5800575263662512,0.7142857142857143,0.7394167450611477,0.38004167697076535,0.9122340425531915,0.8949343339587242,0.6396452145214522,0.61,0.5429815016322089
sst2+snli+paws+squad_v2+hellaswag,0.39950980392156865,0.618960244648318,0.5595667870036101,0.5148609779482263,0.6785714285714286,0.7878645343367827,0.30516830043029286,0.8723404255319149,0.873358348968105,0.681930693069307,0.59,0.21980413492927095
sst2+snli+paws+squad_v2+winogrande,0.4338235294117647,0.6113149847094801,0.555956678700361,0.5062320230105465,0.6785714285714286,0.7873941674506115,0.3557656976235817,0.8723404255319149,0.8705440900562852,0.6796617161716172,0.51,0.12241566920565833
sst2+snli+squad_v2+hellaswag+winogrande,0.4068627450980392,0.5847094801223242,0.5270758122743683,0.5167785234899329,0.6428571428571429,0.7756349952963312,0.2908706645549462,0.8856382978723404,0.8827392120075047,0.5235148514851485,0.7,0.5516866158868335
anli_r1+paws+imdb+squad_v2+hellaswag+winogrande,0.5392156862745098,0.5948012232415902,0.6678700361010831,0.5330776605944392,0.6964285714285714,0.729068673565381,0.2142931301208161,0.9095744680851063,0.8827392120075047,0.6660478547854786,0.64,0.6245919477693145
mnli+anli_r1+imdb+squad_v2+hellaswag+winogrande,0.5171568627450981,0.5504587155963303,0.5451263537906137,0.5714285714285714,0.8214285714285714,0.8306679209783632,0.4289445466308494,0.8882978723404256,0.8658536585365854,0.5472359735973598,0.68,0.6659412404787813
mnli+anli_r1+paws+imdb+hellaswag+winogrande,0.46078431372549017,0.5807339449541284,0.5415162454873647,0.5829338446788112,0.8392857142857143,0.8325493885230479,0.4324410408204631,0.8882978723404256,0.8705440900562852,0.6732673267326733,0.65,0.6697497279651795
mnli+anli_r1+paws+imdb+squad_v2+hellaswag,0.47549019607843135,0.608868501529052,0.5523465703971119,0.5656759348034516,0.8035714285714286,0.8292568203198495,0.33391751856699897,0.8909574468085106,0.8686679174484052,0.661509900990099,0.64,0.4548422198041349
mnli+anli_r1+paws+imdb+squad_v2+winogrande,0.5049019607843137,0.6009174311926605,0.555956678700361,0.5426653883029722,0.8035714285714286,0.8320790216368767,0.3881053478188869,0.8909574468085106,0.8630393996247655,0.6666666666666666,0.53,0.30903155603917304
mnli+anli_r1+paws+squad_v2+hellaswag+winogrande,0.42401960784313725,0.6162079510703364,0.5631768953068592,0.5100671140939598,0.8392857142857143,0.8358419567262465,0.3286171931792426,0.848404255319149,0.8208255159474672,0.7172029702970297,0.62,0.39499455930359084
mnli+paws+imdb+squad_v2+hellaswag+winogrande,0.5612745098039216,0.6045871559633027,0.5451263537906137,0.5436241610738255,0.7678571428571429,0.8363123236124177,0.2962384058887903,0.8962765957446809,0.8705440900562852,0.6829620462046204,0.66,0.5778019586507073
mnli+qnli+anli_r1+imdb+hellaswag+winogrande,0.33088235294117646,0.5247706422018349,0.5848375451263538,0.5992329817833174,0.8035714285714286,0.5917215428033866,0.43643266720454615,0.8909574468085106,0.8658536585365854,0.5573432343234324,0.68,0.6436343852013058
mnli+qnli+anli_r1+imdb+squad_v2+hellaswag,0.3382352941176471,0.5333333333333333,0.6064981949458483,0.5752636625119847,0.7857142857142857,0.5884289746001882,0.3853596172038125,0.8909574468085106,0.873358348968105,0.5742574257425742,0.65,0.6202393906420022
mnli+qnli+anli_r1+imdb+squad_v2+winogrande,0.34558823529411764,0.5345565749235474,0.6064981949458483,0.5522531160115053,0.8214285714285714,0.5917215428033866,0.40556756036857877,0.8909574468085106,0.8696060037523452,0.5806518151815182,0.63,0.5391730141458106
mnli+qnli+anli_r1+paws+hellaswag+winogrande,0.3235294117647059,0.6,0.5956678700361011,0.5397890699904123,0.7857142857142857,0.5634995296331138,0.4257447114339885,0.8643617021276596,0.8292682926829268,0.7429867986798679,0.6,0.5277475516866159
mnli+qnli+anli_r1+paws+imdb+hellaswag,0.3333333333333333,0.5850152905198777,0.5848375451263538,0.5934803451581975,0.75,0.5917215428033866,0.44308024752822706,0.8882978723404256,0.8564727954971857,0.6817244224422442,0.62,0.6022850924918389
mnli+qnli+anli_r1+paws+imdb+squad_v2,0.33578431372549017,0.5926605504587156,0.6101083032490975,0.5570469798657718,0.8035714285714286,0.5926622765757291,0.42604346169742724,0.8829787234042553,0.8649155722326454,0.6782178217821783,0.45,0.2910772578890098
mnli+qnli+anli_r1+paws+imdb+winogrande,0.33088235294117646,0.5819571865443425,0.5812274368231047,0.5647171620325983,0.7678571428571429,0.5931326434619003,0.45587213058114945,0.8776595744680851,0.8611632270168855,0.683993399339934,0.59,0.514145810663765
mnli+qnli+anli_r1+paws+squad_v2+hellaswag,0.3284313725490196,0.617125382262997,0.6209386281588448,0.5091083413231065,0.7857142857142857,0.5630291627469426,0.3848922585143944,0.8563829787234043,0.8330206378986866,0.7405115511551155,0.6,0.3895538628944505
mnli+qnli+anli_r1+paws+squad_v2+winogrande,0.3284313725490196,0.6100917431192661,0.6245487364620939,0.47459252157238735,0.8214285714285714,0.5667920978363123,0.4221567961645112,0.8696808510638298,0.8358348968105066,0.7386551155115512,0.51,0.19749727965179542
mnli+qnli+anli_r1+squad_v2+hellaswag+winogrande,0.3235294117647059,0.5935779816513761,0.6064981949458483,0.4956855225311601,0.8214285714285714,0.5611476952022577,0.3807459160081606,0.8590425531914894,0.8330206378986866,0.5457920792079208,0.67,0.5914036996735582
mnli+qnli+imdb+squad_v2+hellaswag+winogrande,0.32598039215686275,0.5498470948012233,0.5523465703971119,0.551294343240652,0.7678571428571429,0.5851364063969896,0.5486578007475914,0.8962765957446809,0.873358348968105,0.5565181518151815,0.69,0.6311207834602829
mnli+qnli+paws+imdb+hellaswag+winogrande,0.32598039215686275,0.582262996941896,0.5342960288808665,0.5560882070949185,0.7678571428571429,0.5818438381937912,0.5567614706349996,0.898936170212766,0.874296435272045,0.6974009900990099,0.61,0.5854189336235038
mnli+qnli+paws+imdb+squad_v2+hellaswag,0.3235294117647059,0.6039755351681957,0.5415162454873647,0.5407478427612655,0.7678571428571429,0.5823142050799623,0.48238315486461486,0.9042553191489362,0.8780487804878049,0.6957508250825083,0.61,0.4967355821545158
mnli+qnli+paws+imdb+squad_v2+winogrande,0.3284313725490196,0.5948012232415902,0.5379061371841155,0.513902205177373,0.7857142857142857,0.5799623706491063,0.5369898978037012,0.8936170212765957,0.875234521575985,0.6953382838283828,0.57,0.32100108813928185
mnli+qnli+paws+squad_v2+hellaswag+winogrande,0.3161764705882353,0.6226299694189602,0.5523465703971119,0.4726749760306807,0.8214285714285714,0.528692380056444,0.49316705004697065,0.8696808510638298,0.8470919324577861,0.7345297029702971,0.59,0.3487486398258977
mnli+qnli+qqp+anli_r1+hellaswag+winogrande,0.3161764705882353,0.43761467889908257,0.8231046931407943,0.573346116970278,0.5357142857142857,0.6326434619002822,0.4614253462607504,0.8218085106382979,0.8020637898686679,0.6367574257425742,0.47,0.4581066376496192
mnli+qnli+qqp+anli_r1+imdb+hellaswag,0.3161764705882353,0.3553516819571865,0.8050541516245487,0.638542665388303,0.5178571428571429,0.687206020696143,0.483012346735023,0.8723404255319149,0.8592870544090057,0.6316006600660066,0.5,0.4880304678998912
mnli+qnli+qqp+anli_r1+imdb+squad_v2,0.3161764705882353,0.3159021406727829,0.8122743682310469,0.5618408437200384,0.5178571428571429,0.7210724365004704,0.4770100006300708,0.8776595744680851,0.8630393996247655,0.6351072607260726,0.38,0.18008705114254625
mnli+qnli+qqp+anli_r1+imdb+winogrande,0.3161764705882353,0.3532110091743119,0.8086642599277978,0.6021093000958773,0.5178571428571429,0.6984948259642522,0.4993064616921752,0.8696808510638298,0.8574108818011257,0.6324257425742574,0.43,0.4020674646354733
mnli+qnli+qqp+anli_r1+paws+hellaswag,0.3161764705882353,0.4932721712538226,0.8086642599277978,0.5704697986577181,0.5178571428571429,0.6933207902163687,0.4764410634620736,0.7925531914893617,0.7954971857410882,0.6524339933993399,0.25,0.3106637649619151
mnli+qnli+qqp+anli_r1+paws+imdb,0.3161764705882353,0.4746177370030581,0.8014440433212996,0.5790987535953979,0.4642857142857143,0.7544684854186265,0.5152951197446026,0.8617021276595744,0.850844277673546,0.6468646864686468,0.27,0.235038084874864
mnli+qnli+qqp+anli_r1+paws+squad_v2,0.3161764705882353,0.5079510703363914,0.8158844765342961,0.5311601150527325,0.5892857142857143,0.7206020696142992,0.4615764526789914,0.8164893617021277,0.7936210131332082,0.656559405940594,0.19,0.05821545157780196
mnli+qnli+qqp+anli_r1+paws+winogrande,0.3161764705882353,0.4920489296636086,0.8086642599277978,0.5474592521572388,0.5178571428571429,0.7130761994355598,0.4954521940343353,0.8111702127659575,0.7889305816135085,0.6491336633663366,0.21,0.17519042437431992
mnli+qnli+qqp+anli_r1+squad_v2+hellaswag,0.3161764705882353,0.45321100917431195,0.8231046931407943,0.5465004793863855,0.5357142857142857,0.6345249294449671,0.45773531155014197,0.8351063829787234,0.8170731707317073,0.6441831683168316,0.47,0.2986942328618063
mnli+qnli+qqp+anli_r1+squad_v2+winogrande,0.3161764705882353,0.44036697247706424,0.8267148014440433,0.5129434324065196,0.5714285714285714,0.6552210724365005,0.46498155644545036,0.8351063829787234,0.8170731707317073,0.6448019801980198,0.37,0.1458106637649619
mnli+qnli+qqp+imdb+hellaswag+winogrande,0.3161764705882353,0.37951070336391435,0.7292418772563177,0.5982742090124641,0.42857142857142855,0.6528692380056444,0.5217766460917177,0.8962765957446809,0.8686679174484052,0.6260313531353136,0.6,0.5212187159956474
mnli+qnli+qqp+imdb+squad_v2+hellaswag,0.3161764705882353,0.3798165137614679,0.7292418772563177,0.5704697986577181,0.42857142857142855,0.6401693320790216,0.51927840757596,0.898936170212766,0.8686679174484052,0.6375825082508251,0.55,0.3944504896626768
mnli+qnli+qqp+imdb+squad_v2+winogrande,0.3161764705882353,0.37706422018348623,0.7328519855595668,0.5570469798657718,0.42857142857142855,0.6768579492003763,0.5191396250452041,0.8936170212765957,0.8714821763602252,0.6386138613861386,0.47,0.24591947769314473
mnli+qnli+qqp+paws+hellaswag+winogrande,0.3161764705882353,0.4957186544342508,0.7111913357400722,0.48322147651006714,0.44642857142857145,0.6467544684854186,0.5447479027574138,0.8617021276595744,0.8330206378986866,0.656559405940594,0.44,0.3601741022850925
mnli+qnli+qqp+paws+imdb+hellaswag,0.3161764705882353,0.48623853211009177,0.703971119133574,0.6049856184084372,0.4107142857142857,0.7144873000940734,0.5194788700298298,0.8882978723404256,0.8724202626641651,0.6505775577557755,0.47,0.41947769314472255
mnli+qnli+qqp+paws+imdb+squad_v2,0.3161764705882353,0.4969418960244648,0.7111913357400722,0.5532118887823586,0.42857142857142855,0.7271872060206962,0.5047148578672601,0.8936170212765957,0.8724202626641651,0.6489273927392739,0.32,0.10010881392818281
mnli+qnli+qqp+paws+imdb+winogrande,0.3161764705882353,0.4804281345565749,0.7003610108303249,0.576222435282838,0.39285714285714285,0.7253057384760113,0.5232047505572069,0.8936170212765957,0.8686679174484052,0.6476897689768977,0.4,0.28618063112078346
mnli+qnli+qqp+paws+squad_v2+hellaswag,0.3161764705882353,0.5281345565749236,0.7111913357400722,0.5330776605944392,0.44642857142857145,0.6335841956726247,0.5311226693212319,0.8617021276595744,0.8348968105065666,0.6697607260726073,0.37,0.15342763873775844
mnli+qnli+qqp+paws+squad_v2+winogrande,0.3161764705882353,0.5165137614678899,0.7256317689530686,0.48705656759348037,0.44642857142857145,0.6580432737535278,0.5341504666256407,0.8696808510638298,0.8302063789868668,0.6658415841584159,0.3,0.06692056583242655
mnli+qnli+qqp+record+anli_r1+hellaswag,0.3161764705882353,0.46788990825688076,0.8158844765342961,0.576222435282838,0.5,0.5907808090310442,0.5027974225420943,0.8430851063829787,0.8311444652908068,0.6410891089108911,0.51,0.36126224156692055
mnli+qnli+qqp+record+anli_r1+imdb,0.3161764705882353,0.38960244648318043,0.8194945848375451,0.6001917545541706,0.5,0.6556914393226717,0.47843733335954935,0.8803191489361702,0.8658536585365854,0.643976897689769,0.44,0.25571273122959737
mnli+qnli+qqp+record+anli_r1+paws,0.3161764705882353,0.4941896024464832,0.8050541516245487,0.5589645254074784,0.5357142857142857,0.680620884289746,0.494795671603383,0.8351063829787234,0.8095684803001876,0.6561468646864687,0.23,0.06365614798694233
mnli+qnli+qqp+record+anli_r1+squad_v2,0.3161764705882353,0.4749235474006116,0.8158844765342961,0.5177372962607862,0.5178571428571429,0.6053621825023519,0.5041651086572926,0.851063829787234,0.8236397748592871,0.6456270627062707,0.23,0.041349292709466814
mnli+qnli+qqp+record+anli_r1+winogrande,0.3161764705882353,0.4657492354740061,0.8194945848375451,0.5541706615532119,0.5,0.6053621825023519,0.5112392484260601,0.851063829787234,0.8255159474671669,0.6396452145214522,0.43,0.20021762785636563
mnli+qnli+qqp+record+hellaswag+winogrande,0.3161764705882353,0.4828746177370031,0.7328519855595668,0.5407478427612655,0.42857142857142855,0.5841956726246472,0.5795821332408941,0.8723404255319149,0.8367729831144465,0.6336633663366337,0.64,0.4134929270946681
mnli+qnli+qqp+record+imdb+hellaswag,0.3161764705882353,0.41773700305810396,0.7075812274368231,0.6126558005752637,0.42857142857142855,0.5978363123236125,0.5598756453444619,0.901595744680851,0.8771106941838649,0.6371699669966997,0.62,0.45266594124047876
mnli+qnli+qqp+record+imdb+squad_v2,0.3161764705882353,0.42477064220183486,0.703971119133574,0.5541706615532119,0.42857142857142855,0.6157102539981185,0.5519440169108122,0.8962765957446809,0.8724202626641651,0.6398514851485149,0.36,0.08269858541893363
mnli+qnli+qqp+record+imdb+winogrande,0.3161764705882353,0.41773700305810396,0.7256317689530686,0.585810162991371,0.44642857142857145,0.6110065851364064,0.557798948063391,0.8962765957446809,0.8724202626641651,0.6406765676567657,0.54,0.31229597388465724
mnli+qnli+qqp+record+paws+hellaswag,0.3161764705882353,0.5067278287461774,0.703971119133574,0.4343240651965484,0.4107142857142857,0.5827845719661335,0.5794842005753719,0.8696808510638298,0.8470919324577861,0.6695544554455446,0.4,0.17736670293797607
mnli+qnli+qqp+record+paws+imdb,0.3161764705882353,0.4819571865443425,0.6895306859205776,0.5934803451581975,0.4107142857142857,0.6782690498588899,0.551104511650682,0.8909574468085106,0.874296435272045,0.6478960396039604,0.33,0.11969532100108814
mnli+qnli+qqp+record+paws+squad_v2,0.3161764705882353,0.5247706422018349,0.7220216606498195,0.47555129434324067,0.42857142857142855,0.603480714957667,0.5605518341653382,0.8590425531914894,0.8377110694183865,0.6732673267326733,0.07,0.018498367791077257
mnli+qnli+qqp+record+paws+winogrande,0.3161764705882353,0.4975535168195719,0.7148014440433214,0.4534995206136146,0.4107142857142857,0.5917215428033866,0.5782530680871242,0.8776595744680851,0.8405253283302064,0.6639851485148515,0.37,0.06855277475516866
mnli+qnli+qqp+record+snli+anli_r1,0.3161764705882353,0.37522935779816513,0.5631768953068592,0.576222435282838,0.7678571428571429,0.7173095014111006,0.42149249996637655,0.8085106382978723,0.7795497185741088,0.6602722772277227,0.09,0.09684439608269858
mnli+qnli+qqp+record+snli+hellaswag,0.3161764705882353,0.42171253822629967,0.5848375451263538,0.5752636625119847,0.8035714285714286,0.6345249294449671,0.464171913029163,0.7952127659574468,0.7579737335834896,0.6654290429042904,0.16,0.24211099020674645
mnli+qnli+qqp+record+snli+imdb,0.3161764705882353,0.29204892966360857,0.5992779783393501,0.6069031639501438,0.8214285714285714,0.7140169332079022,0.5000087932761198,0.8430851063829787,0.8377110694183865,0.648102310231023,0.17,0.1969532100108814
mnli+qnli+qqp+record+snli+paws,0.3161764705882353,0.4804281345565749,0.6245487364620939,0.5474592521572388,0.7678571428571429,0.7276575729068674,0.4663263294361686,0.8164893617021277,0.7166979362101313,0.6794554455445545,0.07,0.046245919477693145
mnli+qnli+qqp+record+snli+squad_v2,0.3161764705882353,0.41253822629969417,0.6028880866425993,0.5186960690316395,0.7857142857142857,0.6538099717779868,0.45587684835489534,0.7898936170212766,0.7598499061913696,0.665016501650165,0.17,0.05386289445048966
mnli+qnli+qqp+record+snli+winogrande,0.3161764705882353,0.42660550458715596,0.6064981949458483,0.5417066155321189,0.7857142857142857,0.6533396048918156,0.47653681142196014,0.7925531914893617,0.7598499061913696,0.6584158415841584,0.15,0.1458106637649619
mnli+qnli+qqp+record+squad_v2+hellaswag,0.3161764705882353,0.5073394495412844,0.7256317689530686,0.5426653883029722,0.44642857142857145,0.5832549388523048,0.5647734123501984,0.8643617021276596,0.8442776735459663,0.6400577557755776,0.49,0.1365614798694233
mnli+qnli+qqp+record+squad_v2+winogrande,0.3161764705882353,0.5055045871559632,0.740072202166065,0.4937679769894535,0.42857142857142855,0.583725305738476,0.5569881822159902,0.8670212765957447,0.8405253283302064,0.6412953795379538,0.4,0.05767138193688792
mnli+qnli+qqp+snli+anli_r1+hellaswag,0.3161764705882353,0.3354740061162079,0.5667870036101083,0.5877277085330777,0.7857142857142857,0.7389463781749764,0.37421584001373287,0.8058510638297872,0.7898686679174484,0.6600660066006601,0.07,0.18008705114254625
mnli+qnli+qqp+snli+anli_r1+imdb,0.3161764705882353,0.18837920489296636,0.5740072202166066,0.5944391179290508,0.8035714285714286,0.7831608654750706,0.34052730685808147,0.848404255319149,0.8386491557223265,0.6216996699669967,0.05,0.1235038084874864
mnli+qnli+qqp+snli+anli_r1+paws,0.3161764705882353,0.4743119266055046,0.5776173285198556,0.5474592521572388,0.7857142857142857,0.79068673565381,0.3893040508495999,0.8271276595744681,0.797373358348968,0.6617161716171617,0.03,0.04733405875952122
mnli+qnli+qqp+snli+anli_r1+squad_v2,0.3161764705882353,0.3275229357798165,0.5595667870036101,0.5206136145733461,0.8035714285714286,0.7610536218250236,0.38402682824020273,0.800531914893617,0.7720450281425891,0.6662541254125413,0.07,0.07236126224156691
mnli+qnli+qqp+snli+anli_r1+winogrande,0.3161764705882353,0.3406727828746177,0.5776173285198556,0.5560882070949185,0.8035714285714286,0.7525870178739417,0.3701305771622963,0.7819148936170213,0.7617260787992496,0.6575907590759076,0.05,0.11153427638737759
mnli+qnli+qqp+snli+hellaswag+winogrande,0.3161764705882353,0.38593272171253823,0.6209386281588448,0.5675934803451582,0.8035714285714286,0.6900282220131703,0.47161692849060616,0.7898936170212766,0.7589118198874296,0.6602722772277227,0.11,0.2687704026115343
mnli+qnli+qqp+snli+imdb+hellaswag,0.3161764705882353,0.24281345565749235,0.6173285198555957,0.6011505273250239,0.7857142857142857,0.7502351834430856,0.4894647618057835,0.8404255319148937,0.8311444652908068,0.6237623762376238,0.12,0.2878128400435256
mnli+qnli+qqp+snli+imdb+squad_v2,0.3161764705882353,0.21192660550458717,0.6064981949458483,0.5570469798657718,0.8035714285714286,0.7558795860771401,0.4776709444343254,0.8457446808510638,0.8320825515947468,0.6377887788778878,0.15,0.15941240478781285
mnli+qnli+qqp+snli+imdb+winogrande,0.3161764705882353,0.23700305810397554,0.6173285198555957,0.5771812080536913,0.8035714285714286,0.7554092191909689,0.4908376078531069,0.8457446808510638,0.8377110694183865,0.6320132013201321,0.1,0.2312295973884657
mnli+qnli+qqp+snli+paws+hellaswag,0.3161764705882353,0.4874617737003058,0.6209386281588448,0.5637583892617449,0.8035714285714286,0.746472248353716,0.4678722836184156,0.8164893617021277,0.724202626641651,0.6773927392739274,0.05,0.16866158868335146
mnli+qnli+qqp+snli+paws+imdb,0.3161764705882353,0.45718654434250766,0.6353790613718412,0.5848513902205177,0.7857142857142857,0.793038570084666,0.48580279170687724,0.8563829787234043,0.8377110694183865,0.6557343234323433,0.05,0.13003264417845484
mnli+qnli+qqp+snli+paws+squad_v2,0.3161764705882353,0.5021406727828747,0.6209386281588448,0.5081495685522531,0.8214285714285714,0.7652869238005644,0.4550407766350522,0.8218085106382979,0.7551594746716698,0.6676980198019802,0.06,0.046245919477693145
mnli+qnli+qqp+snli+paws+winogrande,0.3161764705882353,0.4746177370030581,0.6389891696750902,0.5234899328859061,0.8035714285714286,0.7657572906867357,0.4751352846173177,0.8138297872340425,0.7279549718574109,0.6695544554455446,0.04,0.088139281828074
mnli+qnli+qqp+snli+squad_v2+hellaswag,0.3161764705882353,0.3798165137614679,0.6173285198555957,0.5321188878235859,0.8035714285714286,0.6834430856067732,0.4674970632027089,0.7819148936170213,0.7560975609756098,0.6646039603960396,0.14,0.21381936887921654
mnli+qnli+qqp+snli+squad_v2+winogrande,0.3161764705882353,0.3853211009174312,0.6173285198555957,0.5148609779482263,0.8035714285714286,0.706961429915334,0.4639102452022452,0.8058510638297872,0.7579737335834896,0.6629537953795379,0.14,0.11588683351468988
mnli+qnli+qqp+squad_v2+hellaswag+winogrande,0.3161764705882353,0.481039755351682,0.7436823104693141,0.5321188878235859,0.44642857142857145,0.5827845719661335,0.5367517857513074,0.8590425531914894,0.8367729831144465,0.6328382838283828,0.62,0.3558215451577802
mnli+qnli+qqp+sst2+anli_r1+hellaswag,0.3161764705882353,0.37003058103975534,0.8122743682310469,0.5953978906999041,0.5,0.7107243650047037,0.5024181472641572,0.8803191489361702,0.8771106941838649,0.6382013201320133,0.47,0.45321001088139284
mnli+qnli+qqp+sst2+anli_r1+imdb,0.3161764705882353,0.23761467889908258,0.8122743682310469,0.613614573346117,0.44642857142857145,0.7793979303857008,0.5129664817706653,0.9042553191489362,0.8921200750469043,0.6076732673267327,0.44,0.4020674646354733
mnli+qnli+qqp+sst2+anli_r1+paws,0.3161764705882353,0.4801223241590214,0.8050541516245487,0.5925215723873442,0.48214285714285715,0.7732831608654751,0.5173841535013316,0.8803191489361702,0.874296435272045,0.6485148514851485,0.23,0.1926006528835691
mnli+qnli+qqp+sst2+anli_r1+squad_v2,0.3161764705882353,0.336697247706422,0.8303249097472925,0.5455417066155321,0.5357142857142857,0.7370649106302917,0.4880466036292341,0.8882978723404256,0.8761726078799249,0.6452145214521452,0.39,0.15941240478781285
mnli+qnli+qqp+sst2+anli_r1+winogrande,0.3161764705882353,0.36299694189602444,0.8267148014440433,0.5656759348034516,0.5178571428571429,0.7267168391345249,0.5085719200509716,0.8962765957446809,0.874296435272045,0.6417079207920792,0.43,0.37595212187159954
mnli+qnli+qqp+sst2+hellaswag+winogrande,0.3161764705882353,0.40091743119266054,0.740072202166065,0.573346116970278,0.4107142857142857,0.6613358419567262,0.5186363312858019,0.8829787234042553,0.8808630393996247,0.634075907590759,0.59,0.5114254624591947
mnli+qnli+qqp+sst2+imdb+hellaswag,0.3161764705882353,0.28409785932721715,0.7003610108303249,0.6155321188878236,0.35714285714285715,0.7238946378174976,0.48078895253302356,0.9148936170212766,0.9080675422138836,0.602516501650165,0.59,0.5184983677910773
mnli+qnli+qqp+sst2+imdb+squad_v2,0.3161764705882353,0.25045871559633026,0.7220216606498195,0.5656759348034516,0.39285714285714285,0.7394167450611477,0.4798351688192235,0.9122340425531915,0.9080675422138836,0.6173679867986799,0.48,0.24319912948857453
mnli+qnli+qqp+sst2+imdb+winogrande,0.3161764705882353,0.28440366972477066,0.7184115523465704,0.6059443911792906,0.39285714285714285,0.7220131702728128,0.504799974214898,0.9122340425531915,0.9015009380863039,0.6107673267326733,0.55,0.4510337323177367
mnli+qnli+qqp+sst2+paws+hellaswag,0.3161764705882353,0.4935779816513762,0.703971119133574,0.5781399808245445,0.39285714285714285,0.7271872060206962,0.5066224774934873,0.8856382978723404,0.8789868667917449,0.6489273927392739,0.42,0.35310119695321
mnli+qnli+qqp+sst2+paws+imdb,0.3161764705882353,0.463302752293578,0.6678700361010831,0.5896452540747843,0.39285714285714285,0.7681091251175918,0.5202069806248008,0.9042553191489362,0.9033771106941839,0.6417079207920792,0.38,0.2992383025027203
mnli+qnli+qqp+sst2+paws+squad_v2,0.3161764705882353,0.5073394495412844,0.7111913357400722,0.538830297219559,0.4107142857142857,0.7417685794920038,0.5078814264088231,0.8909574468085106,0.8780487804878049,0.6551155115511551,0.28,0.07671381936887922
mnli+qnli+qqp+sst2+paws+winogrande,0.3161764705882353,0.4840978593272171,0.7184115523465704,0.5599232981783318,0.375,0.7417685794920038,0.5298881346792197,0.8909574468085106,0.875234521575985,0.6505775577557755,0.37,0.24374319912948858
mnli+qnli+qqp+sst2+record+anli_r1,0.3161764705882353,0.3966360856269113,0.8194945848375451,0.5963566634707574,0.4642857142857143,0.6919096895578551,0.47793556247157815,0.901595744680851,0.8771106941838649,0.6491336633663366,0.43,0.2176278563656148
mnli+qnli+qqp+sst2+record+hellaswag,0.3161764705882353,0.4397553516819572,0.7111913357400722,0.5877277085330777,0.4107142857142857,0.6260583254938852,0.5473020336171471,0.8909574468085106,0.8958724202626641,0.6392326732673267,0.63,0.3928182807399347
mnli+qnli+qqp+sst2+record+imdb,0.3161764705882353,0.3281345565749236,0.6750902527075813,0.6184084372003835,0.375,0.7083725305738476,0.5072579295785196,0.9148936170212766,0.9071294559099438,0.6328382838283828,0.53,0.3215451577801959
mnli+qnli+qqp+sst2+record+paws,0.3161764705882353,0.4984709480122324,0.6931407942238267,0.5589645254074784,0.39285714285714285,0.7196613358419567,0.5430258971775495,0.8962765957446809,0.8827392120075047,0.6522277227722773,0.36,0.088139281828074
mnli+qnli+qqp+sst2+record+snli,0.3161764705882353,0.2981651376146789,0.6028880866425993,0.5704697986577181,0.8035714285714286,0.7502351834430856,0.50166725109824,0.8377659574468085,0.8348968105065666,0.6536716171617162,0.16,0.1501632208922742
mnli+qnli+qqp+sst2+record+squad_v2,0.3161764705882353,0.43669724770642204,0.7220216606498195,0.5551294343240653,0.4107142857142857,0.6721542803386642,0.5421518086582409,0.898936170212766,0.8883677298311444,0.6478960396039604,0.37,0.06855277475516866
mnli+qnli+qqp+sst2+record+winogrande,0.3161764705882353,0.43944954128440367,0.7184115523465704,0.5656759348034516,0.44642857142857145,0.6415804327375353,0.546325727993099,0.8962765957446809,0.8930581613508443,0.6396452145214522,0.55,0.2763873775843308
mnli+qnli+qqp+sst2+snli+anli_r1,0.3161764705882353,0.20091743119266056,0.5703971119133574,0.5800575263662512,0.8035714285714286,0.7982126058325494,0.3153581298808555,0.8351063829787234,0.8348968105065666,0.6371699669966997,0.03,0.09956474428726877
mnli+qnli+qqp+sst2+snli+hellaswag,0.3161764705882353,0.2434250764525994,0.6209386281588448,0.5819750719079578,0.7857142857142857,0.7770460959548448,0.4724905080544229,0.8324468085106383,0.8264540337711069,0.6468646864686468,0.12,0.25952121871599565
mnli+qnli+qqp+sst2+snli+imdb,0.3161764705882353,0.10122324159021406,0.6101083032490975,0.5973154362416108,0.8035714285714286,0.8029162746942615,0.45837347280228624,0.8563829787234043,0.8611632270168855,0.5517739273927392,0.1,0.2219804134929271
mnli+qnli+qqp+sst2+snli+paws,0.3161764705882353,0.4706422018348624,0.631768953068592,0.5608820709491851,0.8035714285714286,0.8146754468485419,0.4743276337437587,0.8377659574468085,0.8377110694183865,0.654496699669967,0.04,0.09793253536452666
mnli+qnli+qqp+sst2+snli+squad_v2,0.3161764705882353,0.23027522935779818,0.6137184115523465,0.5378715244487057,0.8214285714285714,0.7897460018814676,0.4568206002212494,0.8404255319148937,0.8255159474671669,0.6526402640264026,0.15,0.1251360174102285
mnli+qnli+qqp+sst2+snli+winogrande,0.3161764705882353,0.25015290519877675,0.6137184115523465,0.5532118887823586,0.8035714285714286,0.7812793979303857,0.4791463066146417,0.8324468085106383,0.8264540337711069,0.6412953795379538,0.08,0.1926006528835691
mnli+qnli+qqp+sst2+squad_v2+hellaswag,0.3161764705882353,0.39143730886850153,0.7256317689530686,0.5589645254074784,0.4107142857142857,0.665098777046096,0.5088659046780346,0.8882978723404256,0.8883677298311444,0.6417079207920792,0.54,0.35092491838955386
