combo,mrpc,boolq,rte,cola,cb,scitail,stsb,cr,rotten_tomatoes,multirc,copa,piqa
qnli+sst2+anli_r1+squad_v2+hellaswag,0.31862745098039214,0.5391437308868502,0.7075812274368231,0.5321188878235859,0.4107142857142857,0.519755409219191,0.5724679276868825,0.9148936170212766,0.9071294559099438,0.5111386138613861,0.67,0.5799782372143635
qnli+sst2+anli_r1+squad_v2+winogrande,0.3235294117647059,0.518348623853211,0.6787003610108303,0.5206136145733461,0.4107142857142857,0.5089369708372531,0.5958156707678653,0.9175531914893617,0.899624765478424,0.5503300330033003,0.6,0.5021762785636561
qnli+sst2+imdb+hellaswag+winogrande,0.3235294117647059,0.42660550458715596,0.6714801444043321,0.576222435282838,0.4107142857142857,0.5475070555032926,0.3724787130787736,0.925531914893617,0.9212007504690432,0.48865511551155116,0.71,0.676822633297062
qnli+sst2+imdb+squad_v2+hellaswag,0.3235294117647059,0.4981651376146789,0.6750902527075813,0.5474592521572388,0.4107142857142857,0.526340545625588,0.32718745601605126,0.925531914893617,0.9165103189493433,0.5057755775577558,0.64,0.6202393906420022
qnli+sst2+imdb+squad_v2+winogrande,0.34068627450980393,0.4831804281345566,0.6823104693140795,0.5349952061361457,0.4107142857142857,0.5338664158043274,0.35342575469739856,0.9228723404255319,0.9108818011257036,0.5066006600660066,0.6,0.5625680087051143
qnli+sst2+paws+hellaswag+winogrande,0.3235294117647059,0.6434250764525994,0.7292418772563177,0.5225311601150527,0.4107142857142857,0.519755409219191,0.6117861804722409,0.9175531914893617,0.9061913696060038,0.7017326732673267,0.61,0.4956474428726877
qnli+sst2+paws+imdb+hellaswag,0.32107843137254904,0.5409785932721712,0.7003610108303249,0.5685522531160115,0.4107142857142857,0.5357478833490122,0.45761360508859933,0.9228723404255319,0.9212007504690432,0.6573844884488449,0.67,0.6409140369967355
qnli+sst2+paws+imdb+squad_v2,0.3382352941176471,0.5807339449541284,0.7003610108303249,0.5321188878235859,0.4107142857142857,0.5333960489181562,0.4153213813339772,0.925531914893617,0.9136960600375235,0.6631600660066007,0.4,0.28998911860718174
qnli+sst2+paws+imdb+winogrande,0.33088235294117646,0.5330275229357798,0.6823104693140795,0.5493767976989453,0.4107142857142857,0.5573847601128881,0.4729199890458683,0.9228723404255319,0.9174484052532833,0.654496699669967,0.58,0.5701849836779108
qnli+sst2+paws+squad_v2+hellaswag,0.31862745098039214,0.6045871559633027,0.740072202166065,0.5148609779482263,0.4107142857142857,0.49200376293508935,0.44305707811984657,0.9175531914893617,0.9061913696060038,0.7021452145214522,0.51,0.3797606093579978
qnli+sst2+paws+squad_v2+winogrande,0.3333333333333333,0.599388379204893,0.7472924187725631,0.5033557046979866,0.4107142857142857,0.5084666039510819,0.5035397959623145,0.9175531914893617,0.8939962476547842,0.699463696369637,0.36,0.20674646354733406
qnli+sst2+record+anli_r1+hellaswag,0.32107843137254904,0.5122324159021406,0.6642599277978339,0.5685522531160115,0.4107142857142857,0.5348071495766697,0.5505468762460969,0.9228723404255319,0.9146341463414634,0.620049504950495,0.65,0.6354733405875952
qnli+sst2+record+anli_r1+imdb,0.32598039215686275,0.4853211009174312,0.6425992779783394,0.5896452540747843,0.4107142857142857,0.5710253998118533,0.34831244464477495,0.9202127659574468,0.9212007504690432,0.516914191419142,0.6,0.5658324265505985
qnli+sst2+record+anli_r1+paws,0.3235294117647059,0.5951070336391437,0.6859205776173285,0.5426653883029722,0.4107142857142857,0.5291627469426152,0.49951646299499064,0.9202127659574468,0.9090056285178236,0.7042079207920792,0.49,0.25244831338411317
qnli+sst2+record+anli_r1+squad_v2,0.3284313725490196,0.5645259938837921,0.631768953068592,0.5282837967401726,0.4107142857142857,0.5409219190968956,0.47479662832795644,0.9202127659574468,0.9052532833020638,0.5928217821782178,0.39,0.1893362350380849
qnli+sst2+record+anli_r1+winogrande,0.3333333333333333,0.4926605504587156,0.6642599277978339,0.5417066155321189,0.42857142857142855,0.5230479774223895,0.5268236217668762,0.9175531914893617,0.9061913696060038,0.634075907590759,0.61,0.5625680087051143
qnli+sst2+record+hellaswag+winogrande,0.34068627450980393,0.4819571865443425,0.6823104693140795,0.5349952061361457,0.4107142857142857,0.4821260583254939,0.4605147464452931,0.9175531914893617,0.9136960600375235,0.6153052805280528,0.68,0.6403699673558215
qnli+sst2+record+imdb+hellaswag,0.33578431372549017,0.4669724770642202,0.6498194945848376,0.5848513902205177,0.4107142857142857,0.5145813734713076,0.3021116516093736,0.925531914893617,0.9230769230769231,0.503506600660066,0.68,0.6517954298150164
qnli+sst2+record+imdb+squad_v2,0.3553921568627451,0.5253822629969419,0.6678700361010831,0.5417066155321189,0.4107142857142857,0.5395108184383819,0.2746582474161077,0.9228723404255319,0.9127579737335835,0.5274339933993399,0.37,0.2366702937976061
qnli+sst2+record+imdb+winogrande,0.3627450980392157,0.45168195718654436,0.6534296028880866,0.5599232981783318,0.4107142857142857,0.5225776105362182,0.3361132377929134,0.925531914893617,0.9165103189493433,0.5068069306930693,0.64,0.5979325353645266
qnli+sst2+record+paws+hellaswag,0.3235294117647059,0.6743119266055045,0.7075812274368231,0.5407478427612655,0.4107142857142857,0.48777046095954846,0.42498930164145854,0.9175531914893617,0.9118198874296435,0.7027640264026402,0.57,0.3982589771490751
qnli+sst2+record+paws+imdb,0.3480392156862745,0.5623853211009174,0.6714801444043321,0.5599232981783318,0.4107142857142857,0.51552210724365,0.37897946442961006,0.925531914893617,0.9174484052532833,0.665016501650165,0.47,0.37268770402611534
qnli+sst2+record+paws+squad_v2,0.34068627450980393,0.6159021406727829,0.7220216606498195,0.5177372962607862,0.4107142857142857,0.47412982126058323,0.4109260576170029,0.9202127659574468,0.9015009380863039,0.6967821782178217,0.08,0.04733405875952122
qnli+sst2+record+paws+winogrande,0.3431372549019608,0.6773700305810397,0.7148014440433214,0.5254074784276127,0.4107142857142857,0.4995296331138288,0.551022222044269,0.9175531914893617,0.9071294559099438,0.6957508250825083,0.34,0.20620239390642003
qnli+sst2+record+snli+anli_r1,0.32107843137254904,0.5792048929663609,0.5667870036101083,0.5752636625119847,0.6607142857142857,0.5860771401693321,0.3882244123869083,0.8856382978723404,0.8686679174484052,0.5833333333333334,0.52,0.29053318824809576
qnli+sst2+record+snli+hellaswag,0.3161764705882353,0.581039755351682,0.5740072202166066,0.5426653883029722,0.5714285714285714,0.5733772342427094,0.4125133550217155,0.8882978723404256,0.8846153846153846,0.551980198019802,0.65,0.5315560391730142
qnli+sst2+record+snli+imdb,0.3235294117647059,0.5339449541284403,0.5776173285198556,0.6145733461169702,0.4642857142857143,0.5912511759172154,0.437872247885729,0.9175531914893617,0.9015009380863039,0.5816831683168316,0.57,0.45375408052230687
qnli+sst2+record+snli+paws,0.31862745098039214,0.599388379204893,0.6028880866425993,0.5254074784276127,0.625,0.5667920978363123,0.4374773920900808,0.8882978723404256,0.8761726078799249,0.709983498349835,0.46,0.07780195865070728
qnli+sst2+record+snli+squad_v2,0.32107843137254904,0.599388379204893,0.6064981949458483,0.5215723873441994,0.625,0.5663217309501412,0.402790777961065,0.8936170212765957,0.8864915572232646,0.5767326732673267,0.4,0.03917301414581066
qnli+sst2+record+snli+winogrande,0.31862745098039214,0.5663608562691131,0.592057761732852,0.5254074784276127,0.6071428571428571,0.5644402634054563,0.4284948861512308,0.8882978723404256,0.8789868667917449,0.558993399339934,0.62,0.4009793253536453
qnli+sst2+record+squad_v2+hellaswag,0.3284313725490196,0.5611620795107034,0.7111913357400722,0.5206136145733461,0.4107142857142857,0.45625587958607716,0.3455009382004562,0.9175531914893617,0.9061913696060038,0.6002475247524752,0.51,0.4211099020674646
qnli+sst2+record+squad_v2+winogrande,0.36519607843137253,0.5370030581039755,0.7111913357400722,0.5158197507190796,0.4107142857142857,0.4656632173095014,0.3525940722166628,0.9148936170212766,0.900562851782364,0.6134488448844885,0.39,0.30957562568008706
qnli+sst2+snli+anli_r1+hellaswag,0.32107843137254904,0.5596330275229358,0.5884476534296029,0.5771812080536913,0.6964285714285714,0.5832549388523048,0.412367701114888,0.875,0.8677298311444653,0.5579620462046204,0.59,0.5826985854189336
qnli+sst2+snli+anli_r1+imdb,0.33088235294117646,0.4837920489296636,0.592057761732852,0.5915627996164909,0.6964285714285714,0.5940733772342427,0.4407561076795196,0.901595744680851,0.8911819887429644,0.585602310231023,0.51,0.4842219804134929
qnli+sst2+snli+anli_r1+paws,0.3235294117647059,0.5886850152905199,0.5956678700361011,0.5570469798657718,0.7142857142857143,0.5804327375352775,0.3845987553313967,0.8696808510638298,0.8667917448405253,0.6903877887788779,0.43,0.249727965179543
qnli+sst2+snli+anli_r1+squad_v2,0.32598039215686275,0.5740061162079511,0.5631768953068592,0.5465004793863855,0.7142857142857143,0.5790216368767639,0.3645531327282121,0.8882978723404256,0.8696060037523452,0.5804455445544554,0.5,0.19640914036996734
qnli+sst2+snli+anli_r1+winogrande,0.3235294117647059,0.5440366972477064,0.592057761732852,0.5666347075743049,0.7142857142857143,0.58137347130762,0.39526068679215276,0.8803191489361702,0.8686679174484052,0.5602310231023102,0.54,0.5070729053318824
qnli+sst2+snli+hellaswag+winogrande,0.3161764705882353,0.5342507645259938,0.5703971119133574,0.5637583892617449,0.6785714285714286,0.5602069614299153,0.4369741586349654,0.8829787234042553,0.873358348968105,0.5389851485148515,0.7,0.6349292709466812
qnli+sst2+snli+imdb+hellaswag,0.31862745098039214,0.5125382262996941,0.5667870036101083,0.5953978906999041,0.625,0.5898400752587017,0.42792012669122287,0.9122340425531915,0.899624765478424,0.5641501650165016,0.67,0.6381936887921654
qnli+sst2+snli+imdb+squad_v2,0.31862745098039214,0.5149847094801223,0.5848375451263538,0.5618408437200384,0.6428571428571429,0.5870178739416745,0.43020210687958127,0.9148936170212766,0.8986866791744841,0.5858085808580858,0.59,0.37704026115342765
qnli+sst2+snli+imdb+winogrande,0.32107843137254904,0.4902140672782875,0.5703971119133574,0.5829338446788112,0.6607142857142857,0.5888993414863594,0.4475360772054276,0.9122340425531915,0.8968105065666041,0.5649752475247525,0.63,0.6055495103373232
qnli+sst2+snli+paws+hellaswag,0.3161764705882353,0.5929663608562691,0.5667870036101083,0.5330776605944392,0.6964285714285714,0.5639698965192851,0.43915807640684484,0.8829787234042553,0.873358348968105,0.7126650165016502,0.61,0.5059847660500544
qnli+sst2+snli+paws+imdb,0.31862745098039214,0.5782874617737003,0.5812274368231047,0.5695110258868649,0.6428571428571429,0.5898400752587017,0.4568406054814158,0.9069148936170213,0.8949343339587242,0.6561468646864687,0.55,0.4619151251360174
qnli+sst2+snli+paws+squad_v2,0.31862745098039214,0.6103975535168196,0.6101083032490975,0.5119846596356663,0.6964285714285714,0.561618062088429,0.4133638155933308,0.8882978723404256,0.874296435272045,0.6918316831683168,0.41,0.06692056583242655
qnli+sst2+snli+paws+winogrande,0.3161764705882353,0.591131498470948,0.5884476534296029,0.5263662511984659,0.7142857142857143,0.5587958607714016,0.4505864178450788,0.8936170212765957,0.8714821763602252,0.7066831683168316,0.57,0.381936887921654
qnli+sst2+snli+squad_v2+hellaswag,0.3161764705882353,0.5813455657492355,0.5776173285198556,0.5532118887823586,0.6607142857142857,0.5573847601128881,0.39250365496754336,0.8856382978723404,0.8780487804878049,0.5538366336633663,0.64,0.4646354733405876
qnli+sst2+snli+squad_v2+winogrande,0.31862745098039214,0.5795107033639144,0.5848375451263538,0.5177372962607862,0.6964285714285714,0.5602069614299153,0.4165569927998421,0.8882978723404256,0.874296435272045,0.5606435643564357,0.63,0.32100108813928185
qnli+sst2+squad_v2+hellaswag+winogrande,0.3235294117647059,0.5107033639143731,0.7220216606498195,0.5110258868648131,0.4107142857142857,0.4863593603010348,0.5548292446076785,0.9122340425531915,0.9052532833020638,0.5222772277227723,0.64,0.5963003264417845
qqp+anli_r1+imdb+hellaswag+winogrande,0.3161764705882353,0.40886850152905196,0.4729241877256318,0.6164908916586769,0.14285714285714285,0.6133584195672624,0.4888947243262324,0.875,0.8808630393996247,0.5501237623762376,0.68,0.5859630032644179
qqp+anli_r1+imdb+squad_v2+hellaswag,0.3161764705882353,0.4801223241590214,0.4729241877256318,0.573346116970278,0.16071428571428573,0.6105362182502352,0.4792466422040599,0.8962765957446809,0.8893058161350844,0.5678630363036303,0.63,0.4967355821545158
qqp+anli_r1+imdb+squad_v2+winogrande,0.3161764705882353,0.4648318042813456,0.4729241877256318,0.5522531160115053,0.17857142857142858,0.6161806208842897,0.4850416733738026,0.8882978723404256,0.8883677298311444,0.5752887788778878,0.55,0.3215451577801959
qqp+anli_r1+paws+hellaswag+winogrande,0.3161764705882353,0.5217125382262997,0.4729241877256318,0.5445829338446788,0.17857142857142858,0.616650987770461,0.4933874693660885,0.8218085106382979,0.8030018761726079,0.6124174917491749,0.34,0.5
qqp+anli_r1+paws+imdb+hellaswag,0.3161764705882353,0.518348623853211,0.4729241877256318,0.6222435282837967,0.125,0.621354656632173,0.5114339001988222,0.8856382978723404,0.8724202626641651,0.5936468646864687,0.4,0.5054406964091404
qqp+anli_r1+paws+imdb+squad_v2,0.3161764705882353,0.5431192660550459,0.4729241877256318,0.5244487056567594,0.16071428571428573,0.625587958607714,0.4604859254216477,0.8936170212765957,0.8808630393996247,0.602516501650165,0.2,0.08759521218715996
qqp+anli_r1+paws+imdb+winogrande,0.3161764705882353,0.5015290519877675,0.4729241877256318,0.5608820709491851,0.14285714285714285,0.6312323612417686,0.5084917308481329,0.8829787234042553,0.875234521575985,0.5971534653465347,0.33,0.3862894450489663
qqp+anli_r1+paws+squad_v2+hellaswag,0.3161764705882353,0.5626911314984709,0.4729241877256318,0.4928092042186002,0.16071428571428573,0.6171213546566322,0.37173273375051347,0.8138297872340425,0.799249530956848,0.6235561056105611,0.28,0.1795429815016322
qqp+anli_r1+paws+squad_v2+winogrande,0.3161764705882353,0.5464831804281346,0.4729241877256318,0.46883988494726747,0.19642857142857142,0.6222953904045155,0.36821651339664335,0.8164893617021277,0.7870544090056285,0.6243811881188119,0.19,0.05821545157780196
qqp+anli_r1+squad_v2+hellaswag+winogrande,0.3161764705882353,0.5045871559633027,0.4729241877256318,0.4726749760306807,0.19642857142857142,0.6095954844778928,0.4634616998211329,0.7898936170212766,0.7870544090056285,0.5468234323432343,0.63,0.5076169749727966
qqp+imdb+squad_v2+hellaswag+winogrande,0.3161764705882353,0.44464831804281346,0.4729241877256318,0.5311601150527325,0.08928571428571429,0.603480714957667,0.4836526408810886,0.8962765957446809,0.8902439024390244,0.5488861386138614,0.75,0.5707290533188248
qqp+paws+imdb+hellaswag+winogrande,0.3161764705882353,0.5030581039755352,0.4729241877256318,0.588686481303931,0.08928571428571429,0.6025399811853246,0.5462613324089489,0.8829787234042553,0.8714821763602252,0.6029290429042904,0.59,0.5473340587595212
qqp+paws+imdb+squad_v2+hellaswag,0.3161764705882353,0.5403669724770642,0.4729241877256318,0.5378715244487057,0.08928571428571429,0.603480714957667,0.3911677508988028,0.8936170212765957,0.8818011257035647,0.6107673267326733,0.48,0.3025027203482046
qqp+paws+imdb+squad_v2+winogrande,0.3161764705882353,0.5370030581039755,0.4729241877256318,0.5129434324065196,0.08928571428571429,0.6039510818438382,0.39917843853037316,0.8962765957446809,0.8818011257035647,0.6126237623762376,0.38,0.1294885745375408
qqp+paws+squad_v2+hellaswag+winogrande,0.3161764705882353,0.5608562691131499,0.4729241877256318,0.46404602109300097,0.08928571428571429,0.6020696142991533,0.38470713376867277,0.8271276595744681,0.797373358348968,0.6307755775577558,0.48,0.25516866158868334
qqp+record+anli_r1+hellaswag+winogrande,0.3161764705882353,0.46085626911314986,0.4729241877256318,0.5541706615532119,0.17857142857142858,0.6119473189087489,0.46751467294977966,0.8111702127659575,0.8105065666041276,0.5620874587458746,0.65,0.5761697497279652
qqp+record+anli_r1+imdb+hellaswag,0.3161764705882353,0.4706422018348624,0.4729241877256318,0.6375838926174496,0.10714285714285714,0.6133584195672624,0.5131893490115236,0.9042553191489362,0.8921200750469043,0.5707508250825083,0.62,0.5767138193688792
qqp+record+anli_r1+imdb+squad_v2,0.3161764705882353,0.5067278287461774,0.4729241877256318,0.5656759348034516,0.17857142857142858,0.6133584195672624,0.4759565630502282,0.9069148936170213,0.8949343339587242,0.5913778877887789,0.24,0.06855277475516866
qqp+record+anli_r1+imdb+winogrande,0.3161764705882353,0.43669724770642204,0.4729241877256318,0.5963566634707574,0.16071428571428573,0.6190028222013171,0.5202859271515525,0.8936170212765957,0.8939962476547842,0.5792079207920792,0.58,0.42709466811751906
qqp+record+anli_r1+paws+hellaswag,0.3161764705882353,0.5409785932721712,0.4729241877256318,0.5723873441994247,0.16071428571428573,0.6208842897460018,0.4580343367608578,0.8271276595744681,0.8292682926829268,0.6245874587458746,0.37,0.2540805223068553
qqp+record+anli_r1+paws+imdb,0.3161764705882353,0.5155963302752293,0.4729241877256318,0.5915627996164909,0.10714285714285714,0.6227657572906867,0.5091302649677646,0.8962765957446809,0.8874296435272045,0.6027227722772277,0.3,0.13601741022850924
qqp+record+anli_r1+paws+squad_v2,0.3161764705882353,0.5614678899082569,0.4729241877256318,0.49185043144774687,0.16071428571428573,0.6227657572906867,0.3438841164548162,0.8377659574468085,0.8151969981238274,0.6276815181518152,0.03,0.015778019586507073
qqp+record+anli_r1+paws+winogrande,0.3161764705882353,0.5247706422018349,0.4729241877256318,0.5052732502396932,0.17857142857142858,0.6284101599247413,0.47240116992712866,0.8351063829787234,0.8189493433395872,0.6252062706270627,0.28,0.08378672470076169
qqp+record+anli_r1+squad_v2+hellaswag,0.3161764705882353,0.5422018348623853,0.4729241877256318,0.49760306807286675,0.23214285714285715,0.610065851364064,0.3252031470596062,0.7978723404255319,0.800187617260788,0.5721947194719472,0.54,0.19912948857453755
qqp+record+anli_r1+squad_v2+winogrande,0.3161764705882353,0.5223241590214067,0.4729241877256318,0.46021093000958774,0.19642857142857142,0.6110065851364064,0.34629738024303913,0.8218085106382979,0.8067542213883677,0.5707508250825083,0.31,0.05984766050054407
qqp+record+imdb+hellaswag+winogrande,0.3161764705882353,0.41987767584097857,0.4729241877256318,0.6126558005752637,0.08928571428571429,0.603480714957667,0.4703249089382146,0.9042553191489362,0.8958724202626641,0.558993399339934,0.71,0.6137105549510338
qqp+record+imdb+squad_v2+hellaswag,0.3161764705882353,0.5061162079510704,0.4729241877256318,0.5551294343240653,0.08928571428571429,0.6039510818438382,0.4274167254763592,0.9095744680851063,0.8968105065666041,0.5740511551155115,0.6,0.27584330794341677
qqp+record+imdb+squad_v2+winogrande,0.3161764705882353,0.4819571865443425,0.4729241877256318,0.5091083413231065,0.08928571428571429,0.603480714957667,0.44880036050902705,0.9069148936170213,0.8958724202626641,0.5759075907590759,0.39,0.117519042437432
qqp+record+paws+hellaswag+winogrande,0.3161764705882353,0.536697247706422,0.4729241877256318,0.46596356663470756,0.08928571428571429,0.5997177798682972,0.4898732752046437,0.8404255319148937,0.8048780487804879,0.6346947194719472,0.51,0.3264417845484222
qqp+record+paws+imdb+hellaswag,0.3161764705882353,0.5308868501529052,0.4729241877256318,0.6011505273250239,0.08928571428571429,0.6030103480714958,0.49679047743392224,0.898936170212766,0.8911819887429644,0.6099422442244224,0.54,0.38411316648531013
qqp+record+paws+imdb+squad_v2,0.3161764705882353,0.5461773700305811,0.4729241877256318,0.5091083413231065,0.08928571428571429,0.6030103480714958,0.3762454552867565,0.901595744680851,0.8902439024390244,0.6177805280528053,0.08,0.023939064200217627
qqp+record+paws+imdb+winogrande,0.3161764705882353,0.5134556574923548,0.4729241877256318,0.551294343240652,0.08928571428571429,0.6025399811853246,0.5020787147071947,0.898936170212766,0.8874296435272045,0.610973597359736,0.43,0.17301414581066377
qqp+record+paws+squad_v2+hellaswag,0.3161764705882353,0.5675840978593272,0.4729241877256318,0.4726749760306807,0.08928571428571429,0.6015992474129821,0.3537013583621833,0.8404255319148937,0.8180112570356473,0.6392326732673267,0.22,0.056583242655059846
qqp+record+paws+squad_v2+winogrande,0.3161764705882353,0.5642201834862385,0.4729241877256318,0.4419942473633749,0.08928571428571429,0.6015992474129821,0.3848810326150042,0.8430851063829787,0.8123827392120075,0.6464521452145214,0.05,0.016866158868335146
qqp+record+snli+anli_r1+hellaswag,0.3161764705882353,0.5119266055045871,0.7184115523465704,0.5810162991371045,0.7857142857142857,0.8316086547507056,0.3032233874026454,0.7473404255319149,0.7804878048780488,0.6198432343234324,0.48,0.29651795429815014
qqp+record+snli+anli_r1+imdb,0.3161764705882353,0.45168195718654436,0.7075812274368231,0.6174496644295302,0.7678571428571429,0.8198494825964252,0.33895328935927665,0.848404255319149,0.8545966228893058,0.6295379537953796,0.41,0.22089227421109903
qqp+record+snli+anli_r1+paws,0.3161764705882353,0.5155963302752293,0.7545126353790613,0.5177372962607862,0.8035714285714286,0.8358419567262465,0.3347789628094858,0.7287234042553191,0.7495309568480301,0.6410891089108911,0.07,0.03808487486398259
qqp+record+snli+anli_r1+squad_v2,0.3161764705882353,0.5198776758409785,0.7256317689530686,0.5330776605944392,0.75,0.8330197554092192,0.2822121323375167,0.7872340425531915,0.7682926829268293,0.6303630363036303,0.13,0.04515778019586507
qqp+record+snli+anli_r1+winogrande,0.3161764705882353,0.4932721712538226,0.7111913357400722,0.5570469798657718,0.8214285714285714,0.8297271872060207,0.32950664572606936,0.7792553191489362,0.775797373358349,0.6210808580858086,0.43,0.1926006528835691
qqp+record+snli+hellaswag+winogrande,0.3161764705882353,0.5048929663608562,0.7617328519855595,0.5378715244487057,0.7678571428571429,0.8226716839134525,0.33821991992758355,0.8191489361702128,0.8076923076923077,0.6103547854785478,0.63,0.38792165397170836
qqp+record+snli+imdb+hellaswag,0.3161764705882353,0.47339449541284406,0.7545126353790613,0.6327900287631831,0.6964285714285714,0.8029162746942615,0.37102445336291273,0.8670212765957447,0.8686679174484052,0.6186056105610561,0.56,0.397170837867247
qqp+record+snli+imdb+squad_v2,0.3161764705882353,0.4871559633027523,0.7689530685920578,0.5810162991371045,0.6785714285714286,0.7944496707431796,0.3465673257733616,0.8670212765957447,0.8602251407129456,0.6247937293729373,0.22,0.08433079434167573
qqp+record+snli+imdb+winogrande,0.3161764705882353,0.45871559633027525,0.7436823104693141,0.5982742090124641,0.6964285714285714,0.808560677328316,0.3924136416738444,0.8643617021276596,0.8611632270168855,0.6134488448844885,0.48,0.32372143634385203
qqp+record+snli+paws+hellaswag,0.3161764705882353,0.5266055045871559,0.7472924187725631,0.5321188878235859,0.7321428571428571,0.8113828786453434,0.3354024616446213,0.8430851063829787,0.8151969981238274,0.6464521452145214,0.31,0.1365614798694233
qqp+record+snli+paws+imdb,0.3161764705882353,0.4990825688073395,0.7509025270758123,0.5838926174496645,0.7142857142857143,0.7892756349952963,0.39312411653604223,0.8723404255319149,0.8649155722326454,0.6351072607260726,0.17,0.08705114254624592
qqp+record+snli+paws+squad_v2,0.3161764705882353,0.5470948012232416,0.7472924187725631,0.46883988494726747,0.6785714285714286,0.8024459078080903,0.34320025166148266,0.8111702127659575,0.8105065666041276,0.6400577557755776,0.05,0.01088139281828074
qqp+record+snli+paws+winogrande,0.3161764705882353,0.5119266055045871,0.7653429602888087,0.5110258868648131,0.8035714285714286,0.8080903104421449,0.37474426229829905,0.8297872340425532,0.8170731707317073,0.6450082508250825,0.17,0.057127312295973884
qqp+record+snli+squad_v2+hellaswag,0.3161764705882353,0.5357798165137615,0.7689530685920578,0.4928092042186002,0.7142857142857143,0.8231420507996237,0.3196626515542999,0.7978723404255319,0.7889305816135085,0.6132425742574258,0.37,0.15832426550598477
qqp+record+snli+squad_v2+winogrande,0.3161764705882353,0.5324159021406728,0.7689530685920578,0.4582933844678811,0.7321428571428571,0.8212605832549389,0.3467727444905702,0.8085106382978723,0.7823639774859287,0.6136551155115512,0.19,0.06147986942328618
qqp+record+squad_v2+hellaswag+winogrande,0.3161764705882353,0.5204892966360857,0.4729241877256318,0.4563758389261745,0.08928571428571429,0.6025399811853246,0.4083919840167679,0.8271276595744681,0.8058161350844277,0.568069306930693,0.62,0.279651795429815
qqp+snli+anli_r1+hellaswag+winogrande,0.3161764705882353,0.47706422018348627,0.7328519855595668,0.5685522531160115,0.8214285714285714,0.8316086547507056,0.3041106649992456,0.6941489361702128,0.7213883677298312,0.6117986798679867,0.63,0.5331882480957563
qqp+snli+anli_r1+imdb+hellaswag,0.3161764705882353,0.42813455657492355,0.7148014440433214,0.6164908916586769,0.7857142857142857,0.8254938852304797,0.321215653470002,0.8164893617021277,0.8320825515947468,0.6150990099009901,0.58,0.5364526659412405
qqp+snli+anli_r1+imdb+squad_v2,0.3161764705882353,0.42446483180428135,0.7220216606498195,0.5714285714285714,0.8035714285714286,0.8156161806208843,0.33842018609285196,0.8377659574468085,0.8377110694183865,0.6280940594059405,0.4,0.16267682263329705
qqp+snli+anli_r1+imdb+winogrande,0.3161764705882353,0.42018348623853213,0.7184115523465704,0.5982742090124641,0.8392857142857143,0.8231420507996237,0.3489445403688437,0.8271276595744681,0.8311444652908068,0.6225247524752475,0.56,0.38846572361262244
qqp+snli+anli_r1+paws+hellaswag,0.3161764705882353,0.518348623853211,0.7581227436823105,0.5119846596356663,0.8214285714285714,0.8278457196613358,0.3213984834881271,0.6409574468085106,0.6688555347091932,0.633457095709571,0.43,0.20130576713819368
qqp+snli+anli_r1+paws+imdb,0.3161764705882353,0.491131498470948,0.7617328519855595,0.6021093000958773,0.8035714285714286,0.8151458137347131,0.3548856196073667,0.8058510638297872,0.8067542213883677,0.6384075907590759,0.42,0.13928182807399347
qqp+snli+anli_r1+paws+squad_v2,0.3161764705882353,0.5394495412844037,0.7689530685920578,0.5052732502396932,0.8035714285714286,0.8283160865475071,0.30078012345417066,0.6914893617021277,0.699812382739212,0.6437706270627063,0.12,0.035908596300326445
qqp+snli+anli_r1+paws+winogrande,0.3161764705882353,0.4972477064220184,0.7617328519855595,0.5023969319271333,0.8214285714285714,0.8287864534336783,0.3338244177275235,0.6835106382978723,0.6941838649155723,0.6400577557755776,0.43,0.09303590859630033
qqp+snli+anli_r1+squad_v2+hellaswag,0.3161764705882353,0.5030581039755352,0.7292418772563177,0.5522531160115053,0.8035714285714286,0.8316086547507056,0.30248562804515505,0.7127659574468085,0.7307692307692307,0.6229372937293729,0.53,0.24374319912948858
qqp+snli+anli_r1+squad_v2+winogrande,0.3161764705882353,0.4972477064220184,0.7364620938628159,0.5148609779482263,0.8392857142857143,0.8311382878645344,0.3094316967670139,0.7393617021276596,0.7467166979362101,0.6245874587458746,0.43,0.14635473340587596
qqp+snli+imdb+hellaswag+winogrande,0.3161764705882353,0.43241590214067277,0.7870036101083032,0.6212847555129435,0.7857142857142857,0.7638758231420508,0.3859900954053096,0.851063829787234,0.8592870544090057,0.6041666666666666,0.65,0.6147986942328618
qqp+snli+imdb+squad_v2+hellaswag,0.3161764705882353,0.4400611620795107,0.776173285198556,0.5771812080536913,0.7321428571428571,0.80620884289746,0.35366299616043595,0.8617021276595744,0.8602251407129456,0.6202557755775577,0.54,0.34330794341675736
qqp+snli+imdb+squad_v2+winogrande,0.3161764705882353,0.44464831804281346,0.7833935018050542,0.5608820709491851,0.7678571428571429,0.8038570084666039,0.37752185784677755,0.8643617021276596,0.8583489681050657,0.6188118811881188,0.47,0.25516866158868334
qqp+snli+paws+hellaswag+winogrande,0.3161764705882353,0.5238532110091743,0.7581227436823105,0.5071907957813998,0.7857142857142857,0.7888052681091251,0.3602240079351082,0.824468085106383,0.8123827392120075,0.6351072607260726,0.55,0.29760609357997825
qqp+snli+paws+imdb+hellaswag,0.3161764705882353,0.4975535168195719,0.7689530685920578,0.6069031639501438,0.7678571428571429,0.751175917215428,0.3932420009269221,0.8643617021276596,0.8592870544090057,0.6322194719471947,0.54,0.36996735582154516
