method,combo,n_tasks,target,cos_mix,dot_mix,ts_cos,ts_dot,kc_cos,kc_dot
base,mnli+qqp+sst2+snli+imdb+hellaswag,6,stsb,0.01872399257339084,0.2937139194442723,0.00846700203106819,0.048952319907378715,0.04267151371530458,1.3930882068470276
base,mnli+qqp+sst2+snli+imdb+hellaswag,6,cr,0.07752006453710703,0.914626144297444,0.07429589805541341,0.15243769071624066,0.04267151371530458,1.3930882068470276
base,mnli+qqp+sst2+snli+imdb+hellaswag,6,rotten_tomatoes,0.09038609243397792,1.4276910884590162,0.08965516475446593,0.23794851474316936,0.04267151371530458,1.3930882068470276
base,mnli+qqp+sst2+snli+imdb+hellaswag,6,multirc,0.03171371747686626,0.9310714922515178,0.014201784601869232,0.15517858204191962,0.04267151371530458,1.3930882068470276
base,mnli+qqp+sst2+snli+imdb+hellaswag,6,copa,0.01390111632116189,0.09326578841450887,0.01166380508769499,0.015544298069084812,0.04267151371530458,1.3930882068470276
base,mnli+qqp+sst2+snli+imdb+hellaswag,6,piqa,0.022137363934663604,0.4529929492314462,0.016793883429929168,0.07549882487190769,0.04267151371530458,1.3930882068470276
base,mnli+qqp+sst2+snli+imdb+winogrande,6,mrpc,0.04033314872641273,0.43007946434158334,0.022550561842692413,0.07167991072359722,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+imdb+winogrande,6,boolq,0.0236281414164251,0.39704509709487174,0.012531814820278944,0.0661741828491453,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+imdb+winogrande,6,rte,0.06638639331746295,0.6801977983817799,0.03278883979885579,0.11336629973029665,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+imdb+winogrande,6,cola,0.03478658576683988,0.5487844533677506,0.01985017199806079,0.09146407556129177,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+imdb+winogrande,6,cb,0.059629269147678694,0.35488903286985707,0.03014033199243438,0.059148172144976176,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+imdb+winogrande,6,scitail,0.08986890102176505,2.085639218996798,0.03744553297104409,0.3476065364994663,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+imdb+winogrande,6,stsb,0.018701954340764933,0.29377090775645937,0.00843762330882159,0.048961817959409897,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+imdb+winogrande,6,cr,0.07760307671647475,0.9168623729772534,0.07441595554009203,0.1528103954962089,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+imdb+winogrande,6,rotten_tomatoes,0.0906153581095386,1.4332771352803513,0.08996056798802161,0.2388795225467252,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+imdb+winogrande,6,multirc,0.03194234343962974,0.939070884787804,0.014430356057536743,0.15651181413130066,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+imdb+winogrande,6,copa,0.013802526290996563,0.09273143828126754,0.011361362207296005,0.015455239713544589,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+imdb+winogrande,6,piqa,0.020424061019784195,0.41850761160808514,0.014382244983926184,0.06975126860134752,0.042864992133921795,1.396086950347811
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,mrpc,0.03679432223172705,0.4050230166430961,0.017299283167789472,0.06750383610718268,0.028629900888824788,1.367364398684767
base,mnli+qqp+sst2+snli+squad_v2+hellaswag,6,boolq,0.02279643637109261,0.3954481571080256,0.010769960837915237,0.06590802618467094,0.028629900888824788,1.367364398684767
