combo,mrpc,boolq,rte,cola,cb,scitail,cr,rotten_tomatoes,multirc,copa,piqa
anli_r1+hellaswag,0.3897058823529412,0.581651376146789,0.628158844765343,0.6558005752636625,0.7142857142857143,0.7812793979303857,0.8271276595744681,0.7936210131332082,0.554042904290429,0.71,0.7170837867247007
anli_r1+imdb,0.45098039215686275,0.4951070336391437,0.592057761732852,0.6653883029721956,0.3392857142857143,0.8090310442144873,0.9095744680851063,0.8930581613508443,0.5416666666666666,0.6,0.5968443960826986
anli_r1+paws,0.35049019607843135,0.590519877675841,0.6425992779783394,0.5397890699904123,0.5714285714285714,0.8179680150517403,0.8457446808510638,0.7439024390243902,0.7345297029702971,0.01,0.004896626768226333
anli_r1+squad_v2,0.5196078431372549,0.6140672782874618,0.5812274368231047,0.5004793863854267,0.8035714285714286,0.7902163687676388,0.8563829787234043,0.8030018761726079,0.6023102310231023,0.1,0.004896626768226333
anli_r1+winogrande,0.39215686274509803,0.5293577981651376,0.631768953068592,0.5071907957813998,0.7142857142857143,0.8118532455315146,0.851063829787234,0.7842401500938087,0.5961221122112211,0.68,0.6594124047878128
hellaswag+winogrande,0.39215686274509803,0.4685015290519878,0.5703971119133574,0.4448705656759348,0.4107142857142857,0.5578551269990593,0.8164893617021277,0.7607879924953096,0.47648514851485146,0.77,0.719804134929271
imdb+hellaswag,0.5514705882352942,0.4599388379204893,0.6101083032490975,0.6692233940556088,0.14285714285714285,0.6180620884289746,0.9122340425531915,0.9052532833020638,0.49566831683168316,0.7,0.7154515778019587
imdb+squad_v2,0.625,0.5336391437308868,0.628158844765343,0.5675934803451582,0.21428571428571427,0.6302916274694261,0.9095744680851063,0.8855534709193246,0.5039191419141914,0.12,0.011425462459194777
imdb+winogrande,0.5906862745098039,0.40856269113149846,0.631768953068592,0.6069031639501438,0.16071428571428573,0.6119473189087489,0.9122340425531915,0.9061913696060038,0.5152640264026402,0.72,0.6844396082698585
mnli+anli_r1,0.4803921568627451,0.5697247706422018,0.5270758122743683,0.6347075743048898,0.7678571428571429,0.8198494825964252,0.7925531914893617,0.7626641651031895,0.6763613861386139,0.3,0.08052230685527748
mnli+hellaswag,0.4803921568627451,0.5990825688073395,0.5342960288808665,0.6663470757430489,0.7857142857142857,0.834901222953904,0.8377659574468085,0.8123827392120075,0.6336633663366337,0.63,0.6158868335146899
mnli+imdb,0.5661764705882353,0.46055045871559636,0.5379061371841155,0.6481303930968361,0.6785714285714286,0.8222013170272813,0.8936170212765957,0.8724202626641651,0.5944719471947195,0.52,0.4085963003264418
mnli+paws,0.40931372549019607,0.5941896024464832,0.5379061371841155,0.5589645254074784,0.7857142857142857,0.8311382878645344,0.8111702127659575,0.5393996247654784,0.753506600660066,0.03,0.004352557127312296
mnli+qnli,0.3161764705882353,0.5535168195718655,0.5270758122743683,0.5752636625119847,0.75,0.47507055503292567,0.8218085106382979,0.7457786116322702,0.6928630363036303,0.38,0.08433079434167573
mnli+qqp,0.3161764705882353,0.3801223241590214,0.7111913357400722,0.62320230105465,0.6428571428571429,0.7888052681091251,0.773936170212766,0.7485928705440901,0.6153052805280528,0.16,0.06311207834602829
mnli+record,0.6078431372549019,0.6220183486238532,0.5270758122743683,0.638542665388303,0.7142857142857143,0.8330197554092192,0.8590425531914894,0.8264540337711069,0.7009075907590759,0.09,0.004352557127312296
mnli+snli,0.34558823529411764,0.5620795107033639,0.5270758122743683,0.20517737296260785,0.8035714285714286,0.8010348071495766,0.2526595744680851,0.03377110694183865,0.6707920792079208,0.01,0.0
mnli+squad_v2,0.553921568627451,0.6113149847094801,0.5306859205776173,0.5186960690316395,0.7321428571428571,0.8320790216368767,0.8164893617021277,0.7898686679174484,0.6837871287128713,0.09,0.00544069640914037
mnli+sst2,0.6127450980392157,0.4779816513761468,0.5342960288808665,0.5925215723873442,0.7678571428571429,0.8283160865475071,0.8909574468085106,0.8883677298311444,0.6179867986798679,0.54,0.2192600652883569
mnli+winogrande,0.5514705882352942,0.5654434250764526,0.5270758122743683,0.5666347075743049,0.7678571428571429,0.8386641580432738,0.848404255319149,0.8123827392120075,0.6610973597359736,0.59,0.352557127312296
paws+hellaswag,0.32107843137254904,0.6113149847094801,0.47653429602888087,0.0028763183125599234,0.08928571428571429,0.312793979303857,0.005319148936170213,0.0,0.7188531353135313,0.23,0.21817192600652885
paws+imdb,0.4852941176470588,0.6418960244648318,0.5523465703971119,0.5944391179290508,0.125,0.6190028222013171,0.9148936170212766,0.8977485928705441,0.6875,0.18,0.14798694232861806
paws+squad_v2,0.31862745098039214,0.6519877675840978,0.5379061371841155,0.10738255033557047,0.19642857142857142,0.5785512699905927,0.8563829787234043,0.7682926829268293,0.721947194719472,0.0,0.000544069640914037
paws+winogrande,0.34068627450980393,0.5743119266055046,0.4729241877256318,0.0019175455417066154,0.03571428571428571,0.16509877704609596,0.0026595744680851063,0.0,0.7046204620462047,0.0,0.001088139281828074
qnli+anli_r1,0.3161764705882353,0.5247706422018349,0.7292418772563177,0.5723873441994247,0.4107142857142857,0.46378174976481656,0.8909574468085106,0.8395872420262664,0.6641914191419142,0.29,0.2687704026115343
qnli+hellaswag,0.3161764705882353,0.5162079510703363,0.6823104693140795,0.585810162991371,0.4107142857142857,0.4040451552210724,0.8696808510638298,0.8367729831144465,0.6072607260726073,0.69,0.6001088139281828
qnli+imdb,0.3161764705882353,0.39755351681957185,0.6462093862815884,0.6299137104506232,0.4107142857142857,0.5103480714957667,0.9069148936170213,0.8883677298311444,0.5820957095709571,0.6,0.49836779107725787
qnli+paws,0.3161764705882353,0.6259938837920489,0.6823104693140795,0.31639501438159157,0.4107142857142857,0.40169332079021636,0.6941489361702128,0.45684803001876173,0.7207095709570958,0.02,0.01632208922742111
qnli+qqp,0.3161764705882353,0.308868501529052,0.4729241877256318,0.5695110258868649,0.375,0.5230479774223895,0.6037234042553191,0.5778611632270169,0.6219059405940595,0.04,0.013057671381936888
qnli+record,0.3161764705882353,0.5737003058103975,0.6389891696750902,0.5254074784276127,0.4107142857142857,0.39981185324553153,0.898936170212766,0.8452157598499062,0.6592409240924092,0.15,0.01958650707290533
qnli+snli,0.3161764705882353,0.5654434250764526,0.5342960288808665,0.5570469798657718,0.625,0.4590780809031044,0.8297872340425532,0.6078799249530957,0.691006600660066,0.05,0.005984766050054407
qnli+squad_v2,0.3161764705882353,0.5596330275229358,0.6823104693140795,0.41418983700862894,0.4107142857142857,0.39793038570084666,0.8803191489361702,0.8386491557223265,0.6320132013201321,0.07,0.015778019586507073
qnli+sst2,0.3161764705882353,0.41284403669724773,0.6462093862815884,0.5618408437200384,0.42857142857142855,0.4619002822201317,0.9175531914893617,0.9127579737335835,0.6210808580858086,0.56,0.4238302502720348
qnli+winogrande,0.3161764705882353,0.4896024464831804,0.6823104693140795,0.4707574304889741,0.4107142857142857,0.40498588899341487,0.8882978723404256,0.848968105065666,0.6514026402640264,0.49,0.39934711643090315
qqp+anli_r1,0.3161764705882353,0.3761467889908257,0.4729241877256318,0.6145733461169702,0.125,0.6039510818438382,0.6462765957446809,0.7185741088180112,0.6266501650165016,0.07,0.042437431991294884
qqp+hellaswag,0.3161764705882353,0.35932721712538224,0.4729241877256318,0.62607861936721,0.08928571428571429,0.6001881467544685,0.6276595744680851,0.6238273921200751,0.6136551155115512,0.45,0.3520130576713819
qqp+imdb,0.3161764705882353,0.3290519877675841,0.4729241877256318,0.6567593480345159,0.08928571428571429,0.6039510818438382,0.8696808510638298,0.8818011257035647,0.5447607260726073,0.27,0.16866158868335146
qqp+paws,0.3161764705882353,0.43730886850152906,0.4729241877256318,0.4899328859060403,0.08928571428571429,0.5987770460959548,0.625,0.31613508442776733,0.6297442244224423,0.01,0.004352557127312296
qqp+record,0.3161764705882353,0.38868501529051985,0.4729241877256318,0.5743048897411314,0.08928571428571429,0.6011288805268109,0.6675531914893617,0.7307692307692307,0.6239686468646864,0.04,0.003264417845484222
qqp+snli,0.3161764705882353,0.3837920489296636,0.740072202166065,0.5608820709491851,0.7321428571428571,0.7596425211665099,0.7606382978723404,0.7514071294559099,0.6062293729372937,0.09,0.041893362350380846
qqp+squad_v2,0.3161764705882353,0.42568807339449544,0.4729241877256318,0.45445829338446786,0.08928571428571429,0.6006585136406397,0.6196808510638298,0.6716697936210131,0.6371699669966997,0.06,0.002720348204570185
qqp+sst2,0.3161764705882353,0.34464831804281343,0.4729241877256318,0.62320230105465,0.08928571428571429,0.6025399811853246,0.8776595744680851,0.8977485928705441,0.5816831683168316,0.34,0.11588683351468988
qqp+winogrande,0.3161764705882353,0.346177370030581,0.4729241877256318,0.5302013422818792,0.08928571428571429,0.599247412982126,0.6090425531914894,0.6116322701688556,0.6202557755775577,0.28,0.11969532100108814
record+anli_r1,0.678921568627451,0.5889908256880734,0.592057761732852,0.6558005752636625,0.48214285714285715,0.7111947318908749,0.901595744680851,0.848968105065666,0.6460396039603961,0.31,0.026115342763873776
record+hellaswag,0.6838235294117647,0.6474006116207951,0.6173285198555957,0.5474592521572388,0.42857142857142855,0.506585136406397,0.8882978723404256,0.775797373358349,0.5662128712871287,0.42,0.2850924918389554
record+imdb,0.6715686274509803,0.5149847094801223,0.628158844765343,0.6720997123681688,0.16071428571428573,0.6138287864534336,0.901595744680851,0.8949343339587242,0.5913778877887789,0.17,0.05767138193688792
record+paws,0.3382352941176471,0.6776758409785932,0.4693140794223827,0.0009587727708533077,0.0,0.11100658513640639,0.02925531914893617,0.006566604127579738,0.6883250825082509,0.0,0.0
record+snli,0.35294117647058826,0.609480122324159,0.5270758122743683,0.5608820709491851,0.6607142857142857,0.7615239887111948,0.6462765957446809,0.4549718574108818,0.6794554455445545,0.01,0.0
record+squad_v2,0.6764705882352942,0.6474006116207951,0.631768953068592,0.5599232981783318,0.39285714285714285,0.5818438381937912,0.8829787234042553,0.800187617260788,0.5971534653465347,0.0,0.0
record+winogrande,0.678921568627451,0.6116207951070336,0.6570397111913358,0.42857142857142855,0.39285714285714285,0.42850423330197557,0.9042553191489362,0.8189493433395872,0.6245874587458746,0.01,0.002176278563656148
snli+anli_r1,0.3382352941176471,0.5764525993883792,0.5631768953068592,0.5704697986577181,0.7678571428571429,0.7793979303857008,0.7978723404255319,0.7598499061913696,0.6703795379537953,0.04,0.01632208922742111
snli+hellaswag,0.3284313725490196,0.6030581039755352,0.5270758122743683,0.551294343240652,0.7321428571428571,0.7695202257761053,0.601063829787234,0.24577861163227016,0.6495462046204621,0.59,0.4515778019586507
snli+imdb,0.34068627450980393,0.4651376146788991,0.5270758122743683,0.6347075743048898,0.7321428571428571,0.7732831608654751,0.8670212765957447,0.8611632270168855,0.6051980198019802,0.52,0.25571273122959737
snli+paws,0.32598039215686275,0.5847094801223242,0.5270758122743683,0.16586768935762225,0.7678571428571429,0.7671683913452493,0.31117021276595747,0.06191369606003752,0.720503300330033,0.01,0.0
snli+squad_v2,0.3480392156862745,0.6247706422018349,0.5270758122743683,0.4582933844678811,0.7321428571428571,0.7624647224835371,0.6835106382978723,0.4324577861163227,0.6742986798679867,0.04,0.0
snli+winogrande,0.3333333333333333,0.5776758409785933,0.5270758122743683,0.47746883988494726,0.8392857142857143,0.7831608654750706,0.6117021276595744,0.2626641651031895,0.6555280528052805,0.56,0.1572361262241567
squad_v2+hellaswag,0.5490196078431373,0.6012232415902141,0.6209386281588448,0.45445829338446786,0.3392857142857143,0.5569143932267169,0.7659574468085106,0.7345215759849906,0.5129950495049505,0.5,0.37431991294885747
squad_v2+winogrande,0.571078431372549,0.5880733944954128,0.6606498194945848,0.3547459252157239,0.3392857142857143,0.6279397930385701,0.8803191489361702,0.8048780487804879,0.5796204620462047,0.18,0.024483133841131665
sst2+anli_r1,0.5367647058823529,0.4996941896024465,0.6389891696750902,0.5982742090124641,0.16071428571428573,0.7238946378174976,0.9228723404255319,0.9165103189493433,0.5913778877887789,0.62,0.5560391730141458
sst2+hellaswag,0.5,0.490519877675841,0.516245487364621,0.6069031639501438,0.08928571428571429,0.603480714957667,0.9042553191489362,0.9174484052532833,0.528052805280528,0.69,0.7083786724700761
sst2+imdb,0.5245098039215687,0.41651376146788993,0.4729241877256318,0.6356663470757431,0.08928571428571429,0.5973659454374413,0.9202127659574468,0.926829268292683,0.5008250825082509,0.64,0.46789989118607184
sst2+paws,0.4877450980392157,0.6128440366972477,0.5126353790613718,0.5263662511984659,0.08928571428571429,0.6006585136406397,0.9148936170212766,0.9090056285178236,0.673473597359736,0.08,0.033188248095756254
sst2+record,0.5955882352941176,0.5501529051987768,0.5776173285198556,0.5580057526366251,0.08928571428571429,0.6152398871119473,0.9148936170212766,0.9202626641651032,0.6095297029702971,0.05,0.018498367791077257
sst2+snli,0.3553921568627451,0.4892966360856269,0.5270758122743683,0.576222435282838,0.6964285714285714,0.7723424270931326,0.8617021276595744,0.8714821763602252,0.6278877887788779,0.36,0.11262241566920565
sst2+squad_v2,0.5686274509803921,0.5685015290519878,0.5667870036101083,0.5167785234899329,0.10714285714285714,0.6110065851364064,0.925531914893617,0.9202626641651032,0.5666254125412541,0.08,0.01958650707290533
sst2+winogrande,0.5612745098039216,0.42415902140672784,0.5451263537906137,0.5570469798657718,0.10714285714285714,0.6020696142991533,0.925531914893617,0.9108818011257036,0.5447607260726073,0.65,0.6751904243743199
anli_r1+hellaswag+winogrande,0.4068627450980392,0.5198776758409785,0.6606498194945848,0.5589645254074784,0.6785714285714286,0.7681091251175918,0.8617021276595744,0.8161350844277674,0.5499174917491749,0.76,0.7143634385201306
anli_r1+imdb+hellaswag,0.4215686274509804,0.5116207951070336,0.6425992779783394,0.6653883029721956,0.4107142857142857,0.7878645343367827,0.9069148936170213,0.8949343339587242,0.5024752475247525,0.69,0.720892274211099
anli_r1+imdb+winogrande,0.5196078431372549,0.47522935779816516,0.6462093862815884,0.6097794822627037,0.5,0.8010348071495766,0.9069148936170213,0.899624765478424,0.5117574257425742,0.69,0.6692056583242655
anli_r1+paws+hellaswag,0.3431372549019608,0.6045871559633027,0.6787003610108303,0.5647171620325983,0.5357142857142857,0.7737535277516463,0.875,0.797373358348968,0.7334983498349835,0.56,0.5571273122959739
anli_r1+paws+imdb,0.46568627450980393,0.6073394495412844,0.631768953068592,0.6116970278044104,0.4642857142857143,0.8245531514581373,0.9095744680851063,0.8893058161350844,0.6990511551155115,0.48,0.500544069640914
anli_r1+paws+winogrande,0.3480392156862745,0.5972477064220183,0.6787003610108303,0.49760306807286675,0.6071428571428571,0.8024459078080903,0.8617021276595744,0.7879924953095685,0.7209158415841584,0.29,0.11099020674646355
imdb+hellaswag+winogrande,0.5588235294117647,0.42048929663608564,0.6534296028880866,0.6289549376797698,0.16071428571428573,0.6180620884289746,0.9122340425531915,0.9043151969981238,0.4923679867986799,0.73,0.721436343852013
mnli+anli_r1+hellaswag,0.44607843137254904,0.5275229357798165,0.5270758122743683,0.6471716203259827,0.8214285714285714,0.8254938852304797,0.8058510638297872,0.7917448405253283,0.6146864686468647,0.6,0.6169749727965179
mnli+anli_r1+imdb,0.47058823529411764,0.5076452599388379,0.5270758122743683,0.6538830297219559,0.7678571428571429,0.8179680150517403,0.8643617021276596,0.8621013133208255,0.5462046204620462,0.45,0.4733405875952122
mnli+anli_r1+paws,0.39705882352941174,0.5957186544342508,0.5270758122743683,0.5915627996164909,0.8214285714285714,0.823612417685795,0.848404255319149,0.7345215759849906,0.7365924092409241,0.07,0.05005440696409141
mnli+anli_r1+squad_v2,0.47058823529411764,0.5782874617737003,0.5667870036101083,0.5474592521572388,0.8035714285714286,0.8231420507996237,0.800531914893617,0.775797373358349,0.6505775577557755,0.17,0.03427638737758433
mnli+anli_r1+winogrande,0.4730392156862745,0.5137614678899083,0.5379061371841155,0.5838926174496645,0.8392857142857143,0.8283160865475071,0.8164893617021277,0.7823639774859287,0.6268564356435643,0.5,0.4401523394994559
mnli+hellaswag+winogrande,0.5196078431372549,0.5351681957186545,0.5415162454873647,0.5848513902205177,0.8035714285714286,0.8344308560677328,0.848404255319149,0.8161350844277674,0.5777640264026402,0.71,0.6806311207834603
mnli+imdb+hellaswag,0.5294117647058824,0.4865443425076453,0.5306859205776173,0.6615532118887824,0.7857142857142857,0.8320790216368767,0.8856382978723404,0.875234521575985,0.514026402640264,0.7,0.6860718171926007
mnli+imdb+squad_v2,0.5931372549019608,0.5336391437308868,0.5306859205776173,0.5829338446788112,0.7321428571428571,0.8273753527751646,0.8962765957446809,0.875234521575985,0.5612623762376238,0.4,0.16648531011969533
mnli+imdb+winogrande,0.5588235294117647,0.46788990825688076,0.5379061371841155,0.6270373921380633,0.7678571428571429,0.8226716839134525,0.8803191489361702,0.8714821763602252,0.5375412541254125,0.65,0.6354733405875952
mnli+paws+hellaswag,0.3946078431372549,0.6204892966360857,0.5451263537906137,0.5906040268456376,0.7678571428571429,0.8396048918156162,0.7845744680851063,0.7166979362101313,0.7559818481848185,0.51,0.3014145810663765
mnli+paws+imdb,0.5098039215686274,0.591743119266055,0.5415162454873647,0.6212847555129435,0.7321428571428571,0.8278457196613358,0.875,0.8705440900562852,0.7291666666666666,0.45,0.2279651795429815
mnli+paws+squad_v2,0.4583333333333333,0.6339449541284403,0.5270758122743683,0.4841802492809204,0.7857142857142857,0.8306679209783632,0.8085106382978723,0.7879924953095685,0.7460808580858086,0.05,0.010337323177366704
mnli+paws+winogrande,0.45588235294117646,0.581039755351682,0.5451263537906137,0.5273250239693192,0.7678571428571429,0.8377234242709313,0.824468085106383,0.7354596622889306,0.7446369636963697,0.39,0.04515778019586507
mnli+qnli+anli_r1,0.32107843137254904,0.5061162079510704,0.5812274368231047,0.588686481303931,0.7678571428571429,0.5597365945437441,0.8457446808510638,0.8227016885553471,0.673473597359736,0.31,0.10282916213275299
mnli+qnli+hellaswag,0.3161764705882353,0.5217125382262997,0.5270758122743683,0.5963566634707574,0.7678571428571429,0.47130761994355597,0.8377659574468085,0.7542213883677298,0.6349009900990099,0.61,0.5522306855277476
mnli+qnli+imdb,0.3161764705882353,0.45535168195718656,0.5306859205776173,0.6337488015340365,0.7321428571428571,0.5559736594543744,0.8776595744680851,0.8714821763602252,0.6043729372937293,0.49,0.4548422198041349
mnli+qnli+paws,0.3161764705882353,0.5877675840978593,0.5306859205776173,0.5426653883029722,0.75,0.5056444026340545,0.8271276595744681,0.5834896810506567,0.7524752475247525,0.26,0.05223068552774755
mnli+qnli+qqp,0.3161764705882353,0.36299694189602444,0.7292418772563177,0.3595397890699904,0.4107142857142857,0.5954844778927564,0.8430851063829787,0.8208255159474672,0.6070544554455446,0.14,0.01958650707290533
mnli+qnli+record,0.3161764705882353,0.5795107033639144,0.5270758122743683,0.5637583892617449,0.5892857142857143,0.5009407337723424,0.8563829787234043,0.801125703564728,0.7009075907590759,0.29,0.057127312295973884
mnli+qnli+snli,0.31862745098039214,0.5672782874617737,0.5270758122743683,0.49185043144774687,0.7857142857142857,0.6368767638758231,0.5771276595744681,0.1303939962476548,0.6982260726072608,0.13,0.009793253536452665
mnli+qnli+squad_v2,0.3161764705882353,0.5281345565749236,0.5270758122743683,0.48609779482262705,0.75,0.4858889934148636,0.8377659574468085,0.800187617260788,0.6608910891089109,0.27,0.035908596300326445
mnli+qnli+sst2,0.32598039215686275,0.4730886850152905,0.5270758122743683,0.5570469798657718,0.7857142857142857,0.5385700846660395,0.8962765957446809,0.8911819887429644,0.6476897689768977,0.53,0.3906420021762786
mnli+qnli+winogrande,0.3161764705882353,0.5149847094801223,0.5270758122743683,0.5378715244487057,0.8035714285714286,0.44543744120413925,0.848404255319149,0.7626641651031895,0.6745049504950495,0.52,0.3748639825897715
mnli+qqp+anli_r1,0.3161764705882353,0.46085626911314986,0.7870036101083032,0.6040268456375839,0.7857142857142857,0.8555973659454374,0.8031914893617021,0.7814258911819888,0.5752887788778878,0.1,0.12459194776931447
mnli+qqp+hellaswag,0.3161764705882353,0.42752293577981654,0.7075812274368231,0.6251198465963567,0.6607142857142857,0.808560677328316,0.7898936170212766,0.7851782363977486,0.5932343234323433,0.37,0.4009793253536453
mnli+qqp+imdb,0.3161764705882353,0.3798165137614679,0.7220216606498195,0.6375838926174496,0.6071428571428571,0.7812793979303857,0.8696808510638298,0.8639774859287055,0.5831270627062707,0.21,0.28890097932535364
mnli+qqp+paws,0.3161764705882353,0.5250764525993884,0.6931407942238267,0.5743048897411314,0.6607142857142857,0.7883349012229539,0.8351063829787234,0.7889305816135085,0.6225247524752475,0.05,0.035908596300326445
mnli+qqp+record,0.3161764705882353,0.44434250764525995,0.7328519855595668,0.6011505273250239,0.5892857142857143,0.8203198494825964,0.7952127659574468,0.7842401500938087,0.6111798679867987,0.22,0.04842219804134929
mnli+qqp+snli,0.3161764705882353,0.4892966360856269,0.6245487364620939,0.588686481303931,0.8214285714285714,0.8104421448730009,0.6382978723404256,0.36679174484052535,0.6229372937293729,0.39,0.05821545157780196
mnli+qqp+squad_v2,0.3161764705882353,0.4929663608562691,0.7256317689530686,0.5119846596356663,0.6785714285714286,0.7991533396048918,0.7819148936170213,0.7636022514071295,0.6047854785478548,0.17,0.03427638737758433
mnli+qqp+sst2,0.3161764705882353,0.42660550458715596,0.703971119133574,0.6030680728667306,0.5892857142857143,0.7892756349952963,0.8696808510638298,0.8808630393996247,0.5835396039603961,0.28,0.21980413492927095
mnli+qqp+winogrande,0.3161764705882353,0.3785932721712538,0.7292418772563177,0.5685522531160115,0.6607142857142857,0.8076199435559737,0.7978723404255319,0.7711069418386491,0.595503300330033,0.24,0.20565832426550598
mnli+record+anli_r1,0.5122549019607843,0.5590214067278287,0.5595667870036101,0.6318312559923298,0.7321428571428571,0.8245531514581373,0.8085106382978723,0.7926829268292683,0.6730610561056105,0.19,0.029923830250272034
mnli+record+hellaswag,0.5759803921568627,0.6155963302752293,0.5270758122743683,0.6327900287631831,0.7321428571428571,0.8269049858889934,0.8696808510638298,0.8292682926829268,0.683993399339934,0.66,0.4515778019586507
mnli+record+imdb,0.6299019607843137,0.5039755351681957,0.5270758122743683,0.6510067114093959,0.6071428571428571,0.8264346190028222,0.898936170212766,0.8761726078799249,0.6229372937293729,0.53,0.25081610446137104
mnli+record+paws,0.5465686274509803,0.6483180428134556,0.5270758122743683,0.5560882070949185,0.7321428571428571,0.8344308560677328,0.8537234042553191,0.7120075046904315,0.741542904290429,0.04,0.002176278563656148
mnli+record+snli,0.35784313725490197,0.5984709480122324,0.5270758122743683,0.2080536912751678,0.8571428571428571,0.8080903104421449,0.3696808510638298,0.0375234521575985,0.6860561056105611,0.03,0.0
mnli+record+squad_v2,0.6127450980392157,0.617125382262997,0.5270758122743683,0.5033557046979866,0.7321428571428571,0.8306679209783632,0.848404255319149,0.8264540337711069,0.6749174917491749,0.08,0.004352557127312296
mnli+record+winogrande,0.6274509803921569,0.599388379204893,0.5270758122743683,0.5541706615532119,0.7321428571428571,0.8264346190028222,0.8590425531914894,0.8386491557223265,0.6887376237623762,0.55,0.12568008705114256
mnli+snli+anli_r1,0.37254901960784315,0.5975535168195719,0.5270758122743683,0.5743048897411314,0.7857142857142857,0.8005644402634055,0.6196808510638298,0.28236397748592873,0.6846122112211221,0.06,0.006528835690968444
mnli+snli+hellaswag,0.35294117647058826,0.5889908256880734,0.5270758122743683,0.3144774688398849,0.8214285714285714,0.8113828786453434,0.36436170212765956,0.0675422138836773,0.6775990099009901,0.38,0.03808487486398259
mnli+snli+imdb,0.35049019607843135,0.554434250764526,0.5270758122743683,0.6337488015340365,0.8571428571428571,0.8043273753527752,0.7952127659574468,0.7570356472795498,0.5447607260726073,0.21,0.022850924918389554
mnli+snli+paws,0.3431372549019608,0.6128440366972477,0.5270758122743683,0.14189837008628955,0.8214285714285714,0.8090310442144873,0.22872340425531915,0.01876172607879925,0.699463696369637,0.02,0.0
mnli+snli+squad_v2,0.35294117647058826,0.6128440366972477,0.5270758122743683,0.3796740172579099,0.8571428571428571,0.8095014111006585,0.44680851063829785,0.08911819887429644,0.6891501650165016,0.02,0.0
mnli+snli+winogrande,0.3431372549019608,0.5844036697247706,0.5270758122743683,0.3317353787152445,0.8571428571428571,0.8052681091251176,0.3351063829787234,0.05065666041275797,0.6802805280528053,0.22,0.010337323177366704
mnli+squad_v2+hellaswag,0.5073529411764706,0.5675840978593272,0.5270758122743683,0.5445829338446788,0.7678571428571429,0.834901222953904,0.8377659574468085,0.8105065666041276,0.6066419141914191,0.6,0.4173014145810664
mnli+squad_v2+winogrande,0.5612745098039216,0.5535168195718655,0.5270758122743683,0.44966442953020136,0.7678571428571429,0.8334901222953904,0.8351063829787234,0.8067542213883677,0.6272689768976898,0.51,0.13764961915125137
mnli+sst2+anli_r1,0.5563725490196079,0.5214067278287462,0.5523465703971119,0.5915627996164909,0.8214285714285714,0.8226716839134525,0.8643617021276596,0.8611632270168855,0.619430693069307,0.5,0.3607181719260065
mnli+sst2+hellaswag,0.5686274509803921,0.4981651376146789,0.5415162454873647,0.6049856184084372,0.7857142857142857,0.8330197554092192,0.8882978723404256,0.8949343339587242,0.591996699669967,0.69,0.6670293797606094
mnli+sst2+imdb,0.5906862745098039,0.4743119266055046,0.5415162454873647,0.6049856184084372,0.6607142857142857,0.819379115710254,0.9148936170212766,0.9118198874296435,0.5045379537953796,0.6,0.5821545157780196
mnli+sst2+paws,0.5882352941176471,0.6021406727828746,0.5379061371841155,0.5560882070949185,0.7857142857142857,0.8306679209783632,0.8882978723404256,0.8855534709193246,0.7250412541254125,0.46,0.14798694232861806
mnli+sst2+record,0.6446078431372549,0.5201834862385321,0.5270758122743683,0.5838926174496645,0.6607142857142857,0.825964252116651,0.901595744680851,0.8968105065666041,0.6450082508250825,0.44,0.14744287268770404
mnli+sst2+snli,0.39705882352941174,0.5795107033639144,0.5270758122743683,0.5944391179290508,0.8928571428571429,0.8071495766698025,0.7553191489361702,0.7335834896810507,0.5587871287128713,0.29,0.017954298150163223
mnli+sst2+squad_v2,0.625,0.5565749235474006,0.5270758122743683,0.5349952061361457,0.7142857142857143,0.8306679209783632,0.898936170212766,0.8864915572232646,0.6322194719471947,0.37,0.09902067464635474
mnli+sst2+winogrande,0.6029411764705882,0.4837920489296636,0.5379061371841155,0.5647171620325983,0.75,0.8287864534336783,0.8909574468085106,0.8893058161350844,0.6070544554455446,0.65,0.6017410228509249
paws+hellaswag+winogrande,0.3553921568627451,0.6241590214067279,0.48014440433212996,0.026845637583892617,0.14285714285714285,0.38334901222953904,0.061170212765957445,0.019699812382739212,0.7062706270627063,0.49,0.30087051142546245
paws+imdb+hellaswag,0.4411764705882353,0.6498470948012233,0.5956678700361011,0.62320230105465,0.14285714285714285,0.6420507996237065,0.9095744680851063,0.8986866791744841,0.6912128712871287,0.68,0.6719260065288357
paws+imdb+winogrande,0.5441176470588235,0.6415902140672783,0.631768953068592,0.5455417066155321,0.17857142857142858,0.6279397930385701,0.9148936170212766,0.899624765478424,0.6844059405940595,0.38,0.38900979325353646
qnli+anli_r1+hellaswag,0.3161764705882353,0.5357798165137615,0.7256317689530686,0.5925215723873442,0.4107142857142857,0.4901222953904045,0.8856382978723404,0.8395872420262664,0.6412953795379538,0.68,0.6332970620239391
qnli+anli_r1+imdb,0.3161764705882353,0.4730886850152905,0.6823104693140795,0.62607861936721,0.4107142857142857,0.5536218250235183,0.9095744680851063,0.8883677298311444,0.5790016501650165,0.61,0.5397170837867247
qnli+anli_r1+paws,0.3161764705882353,0.5944954128440367,0.7653429602888087,0.5330776605944392,0.4107142857142857,0.47742238946378174,0.8936170212765957,0.8339587242026266,0.7477310231023102,0.14,0.09303590859630033
qnli+anli_r1+squad_v2,0.3161764705882353,0.5709480122324159,0.7472924187725631,0.4707574304889741,0.4107142857142857,0.4633113828786453,0.8909574468085106,0.8405253283302064,0.6443894389438944,0.25,0.05005440696409141
