method,combo,n_tasks,target,best_coef,best_acc,nai,sar,sar_iso
base,mnli+qnli+record,3,piqa,0.2,0.057127312295973884,-0.7231352718078381,,
base,mnli+qnli+record+anli_r1,4,mrpc,0.05,0.32598039215686275,0.3808139534883721,,
base,mnli+qnli+record+anli_r1,4,boolq,0.05,0.5614678899082569,0.39486467730742547,,
base,mnli+qnli+record+anli_r1,4,rte,0.05,0.6028880866425993,0.6620689655172415,,
base,mnli+qnli+record+anli_r1,4,cola,0.1,0.5752636625119847,-0.5314285714285716,,
base,mnli+qnli+record+anli_r1,4,cb,1.05,0.75,1.05,,
base,mnli+qnli+record+anli_r1,4,scitail,0.05,0.5653809971777987,0.5833333333333333,,
base,mnli+qnli+record+anli_r1,4,cr,0.1,0.8723404255319149,0.9151943462897527,,
base,mnli+qnli+record+anli_r1,4,rotten_tomatoes,0.1,0.8367729831144465,0.8777173913043479,,
base,mnli+qnli+record+anli_r1,4,multirc,0.1,0.6860561056105611,0.5939212755356255,,
base,mnli+qnli+record+anli_r1,4,copa,0.15000000000000002,0.25,-0.11111111111111108,,
base,mnli+qnli+record+anli_r1,4,piqa,0.15000000000000002,0.07290533188248095,-0.6864728192161821,,
base,mnli+qnli+record+anli_r1+hellaswag,5,mrpc,0.05,0.33578431372549017,0.39244186046511625,,
base,mnli+qnli+record+anli_r1+hellaswag,5,boolq,0.05,0.5880733944954128,0.4552394170714782,,
base,mnli+qnli+record+anli_r1+hellaswag,5,rte,0.05,0.5992779783393501,0.6551724137931034,,
base,mnli+qnli+record+anli_r1+hellaswag,5,cola,0.1,0.5953978906999041,-0.41142857142857175,,
base,mnli+qnli+record+anli_r1+hellaswag,5,cb,1.0,0.7321428571428571,1.025,,
base,mnli+qnli+record+anli_r1+hellaswag,5,scitail,0.05,0.5677328316086547,0.585813492063492,,
base,mnli+qnli+record+anli_r1+hellaswag,5,cr,0.1,0.8696808510638298,0.911660777385159,,
base,mnli+qnli+record+anli_r1+hellaswag,5,rotten_tomatoes,0.1,0.8414634146341463,0.8845108695652175,,
base,mnli+qnli+record+anli_r1+hellaswag,5,multirc,0.1,0.6745049504950495,0.5660189337319383,,
base,mnli+qnli+record+anli_r1+hellaswag,5,copa,0.15000000000000002,0.65,0.7777777777777778,,
base,mnli+qnli+record+anli_r1+hellaswag,5,piqa,0.15000000000000002,0.5065288356909684,0.3211125158027812,,
base,mnli+qnli+record+anli_r1+hellaswag+winogrande,6,mrpc,0.05,0.3284313725490196,0.38372093023255816,,
base,mnli+qnli+record+anli_r1+hellaswag+winogrande,6,boolq,0.05,0.590519877675841,0.460791117279667,,
base,mnli+qnli+record+anli_r1+hellaswag+winogrande,6,rte,0.05,0.6064981949458483,0.6689655172413793,,
base,mnli+qnli+record+anli_r1+hellaswag+winogrande,6,cola,0.1,0.5541706615532119,-0.6571428571428573,,
base,mnli+qnli+record+anli_r1+hellaswag+winogrande,6,cb,0.9500000000000001,0.7678571428571429,1.075,,
base,mnli+qnli+record+anli_r1+hellaswag+winogrande,6,scitail,0.05,0.5658513640639699,0.583829365079365,,
base,mnli+qnli+record+anli_r1+hellaswag+winogrande,6,cr,0.1,0.8723404255319149,0.9151943462897527,,
base,mnli+qnli+record+anli_r1+hellaswag+winogrande,6,rotten_tomatoes,0.1,0.8367729831144465,0.8777173913043479,,
base,mnli+qnli+record+anli_r1+hellaswag+winogrande,6,multirc,0.1,0.616542904290429,0.4260089686098655,,
base,mnli+qnli+record+anli_r1+hellaswag+winogrande,6,copa,0.15000000000000002,0.65,0.7777777777777778,,
base,mnli+qnli+record+anli_r1+hellaswag+winogrande,6,piqa,0.15000000000000002,0.6039173014145811,0.547408343868521,,
base,mnli+qnli+record+anli_r1+imdb,5,mrpc,0.05,0.3382352941176471,0.39534883720930236,,
base,mnli+qnli+record+anli_r1+imdb,5,boolq,0.05,0.5596330275229358,0.3907009021512838,,
base,mnli+qnli+record+anli_r1+imdb,5,rte,0.05,0.6064981949458483,0.6689655172413793,,
base,mnli+qnli+record+anli_r1+imdb,5,cola,0.1,0.610738255033557,-0.32000000000000023,,
base,mnli+qnli+record+anli_r1+imdb,5,cb,1.05,0.7321428571428571,1.025,,
base,mnli+qnli+record+anli_r1+imdb,5,scitail,0.05,0.5931326434619003,0.6125992063492064,,
base,mnli+qnli+record+anli_r1+imdb,5,cr,0.1,0.901595744680851,0.9540636042402827,,
base,mnli+qnli+record+anli_r1+imdb,5,rotten_tomatoes,0.1,0.8686679174484052,0.923913043478261,,
base,mnli+qnli+record+anli_r1+imdb,5,multirc,0.05,0.5627062706270627,0.29596412556053814,,
base,mnli+qnli+record+anli_r1+imdb,5,copa,0.15000000000000002,0.53,0.5111111111111112,,
base,mnli+qnli+record+anli_r1+imdb,5,piqa,0.15000000000000002,0.4134929270946681,0.1049304677623262,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag,6,mrpc,0.05,0.3333333333333333,0.3895348837209302,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag,6,boolq,0.05,0.5648318042813456,0.402498265093685,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag,6,rte,0.05,0.6101083032490975,0.6758620689655173,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag,6,cola,0.05,0.6069031639501438,-0.34285714285714347,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag,6,cb,1.05,0.7142857142857143,1.0,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag,6,scitail,0.05,0.5945437441204139,0.6140873015873015,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag,6,cr,0.1,0.9042553191489362,0.9575971731448764,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag,6,rotten_tomatoes,0.1,0.8677298311444653,0.9225543478260871,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag,6,multirc,0.05,0.5742574257425742,0.32386646736422514,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag,6,copa,0.15000000000000002,0.64,0.7555555555555555,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag,6,piqa,0.15000000000000002,0.6278563656147987,0.6030341340075854,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag+winogrande,7,mrpc,0.05,0.33088235294117646,0.3866279069767442,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag+winogrande,7,boolq,0.05,0.5452599388379205,0.3580846634281748,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag+winogrande,7,rte,0.05,0.6064981949458483,0.6689655172413793,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag+winogrande,7,cola,0.05,0.5992329817833174,-0.3885714285714285,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag+winogrande,7,cb,0.9500000000000001,0.7678571428571429,1.075,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag+winogrande,7,scitail,0.05,0.5950141110065852,0.6145833333333334,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag+winogrande,7,cr,0.1,0.9042553191489362,0.9575971731448764,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag+winogrande,7,rotten_tomatoes,0.1,0.8658536585365854,0.9198369565217392,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag+winogrande,7,multirc,0.05,0.5886963696369637,0.3587443946188342,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag+winogrande,7,copa,0.15000000000000002,0.67,0.8222222222222223,,
base,mnli+qnli+record+anli_r1+imdb+hellaswag+winogrande,7,piqa,0.15000000000000002,0.6447225244831338,0.6422250316055625,,
base,mnli+qnli+record+anli_r1+imdb+winogrande,6,mrpc,0.05,0.3382352941176471,0.39534883720930236,,
base,mnli+qnli+record+anli_r1+imdb+winogrande,6,boolq,0.05,0.5525993883792049,0.37473976405274106,,
base,mnli+qnli+record+anli_r1+imdb+winogrande,6,rte,0.05,0.6245487364620939,0.703448275862069,,
base,mnli+qnli+record+anli_r1+imdb+winogrande,6,cola,0.1,0.5781399808245445,-0.5142857142857148,,
base,mnli+qnli+record+anli_r1+imdb+winogrande,6,cb,1.0,0.7678571428571429,1.075,,
base,mnli+qnli+record+anli_r1+imdb+winogrande,6,scitail,0.05,0.5945437441204139,0.6140873015873015,,
base,mnli+qnli+record+anli_r1+imdb+winogrande,6,cr,0.1,0.901595744680851,0.9540636042402827,,
base,mnli+qnli+record+anli_r1+imdb+winogrande,6,rotten_tomatoes,0.1,0.8724202626641651,0.9293478260869564,,
base,mnli+qnli+record+anli_r1+imdb+winogrande,6,multirc,0.05,0.5773514851485149,0.33134030891878435,,
base,mnli+qnli+record+anli_r1+imdb+winogrande,6,copa,0.15000000000000002,0.64,0.7555555555555555,,
base,mnli+qnli+record+anli_r1+imdb+winogrande,6,piqa,0.15000000000000002,0.5718171926006529,0.4728192161820481,,
base,mnli+qnli+record+anli_r1+paws,5,mrpc,0.05,0.3235294117647059,0.3779069767441861,,
base,mnli+qnli+record+anli_r1+paws,5,boolq,0.05,0.6033639143730887,0.4899375433726579,,
base,mnli+qnli+record+anli_r1+paws,5,rte,0.05,0.6137184115523465,0.6827586206896551,,
base,mnli+qnli+record+anli_r1+paws,5,cola,0.1,0.5465004793863855,-0.702857142857143,,
base,mnli+qnli+record+anli_r1+paws,5,cb,0.8500000000000001,0.7321428571428571,1.025,,
base,mnli+qnli+record+anli_r1+paws,5,scitail,0.05,0.5663217309501412,0.5843253968253969,,
base,mnli+qnli+record+anli_r1+paws,5,cr,0.1,0.875,0.9187279151943463,,
base,mnli+qnli+record+anli_r1+paws,5,rotten_tomatoes,0.1,0.8442776735459663,0.8885869565217392,,
base,mnli+qnli+record+anli_r1+paws,5,multirc,0.15000000000000002,0.7466996699669967,0.7404085700049825,,
base,mnli+qnli+record+anli_r1+paws,5,copa,0.15000000000000002,0.25,-0.11111111111111108,,
base,mnli+qnli+record+anli_r1+paws,5,piqa,0.15000000000000002,0.07072905331882481,-0.6915297092288243,,
base,mnli+qnli+record+anli_r1+paws+hellaswag,6,mrpc,0.05,0.3284313725490196,0.38372093023255816,,
base,mnli+qnli+record+anli_r1+paws+hellaswag,6,boolq,0.05,0.6042813455657492,0.4920194309507286,,
base,mnli+qnli+record+anli_r1+paws+hellaswag,6,rte,0.05,0.6173285198555957,0.6896551724137931,,
base,mnli+qnli+record+anli_r1+paws+hellaswag,6,cola,0.1,0.5589645254074784,-0.6285714285714289,,
base,mnli+qnli+record+anli_r1+paws+hellaswag,6,cb,0.8500000000000001,0.7321428571428571,1.025,,
base,mnli+qnli+record+anli_r1+paws+hellaswag,6,scitail,0.05,0.5691439322671684,0.5873015873015873,,
base,mnli+qnli+record+anli_r1+paws+hellaswag,6,cr,0.1,0.8723404255319149,0.9151943462897527,,
base,mnli+qnli+record+anli_r1+paws+hellaswag,6,rotten_tomatoes,0.1,0.8367729831144465,0.8777173913043479,,
base,mnli+qnli+record+anli_r1+paws+hellaswag,6,multirc,0.15000000000000002,0.7460808580858086,0.7389138016940708,,
base,mnli+qnli+record+anli_r1+paws+hellaswag,6,copa,0.15000000000000002,0.6,0.6666666666666666,,
base,mnli+qnli+record+anli_r1+paws+hellaswag,6,piqa,0.15000000000000002,0.41077257889009794,0.09860935524652344,,
base,mnli+qnli+record+anli_r1+paws+hellaswag+winogrande,7,mrpc,0.05,0.32107843137254904,0.37500000000000006,,
base,mnli+qnli+record+anli_r1+paws+hellaswag+winogrande,7,boolq,0.05,0.5996941896024465,0.4816099930603747,,
base,mnli+qnli+record+anli_r1+paws+hellaswag+winogrande,7,rte,0.05,0.6137184115523465,0.6827586206896551,,
base,mnli+qnli+record+anli_r1+paws+hellaswag+winogrande,7,cola,0.1,0.535953978906999,-0.7657142857142861,,
base,mnli+qnli+record+anli_r1+paws+hellaswag+winogrande,7,cb,0.65,0.75,1.05,,
base,mnli+qnli+record+anli_r1+paws+hellaswag+winogrande,7,scitail,0.05,0.5752587017873941,0.5937499999999999,,
base,mnli+qnli+record+anli_r1+paws+hellaswag+winogrande,7,cr,0.1,0.875,0.9187279151943463,,
base,mnli+qnli+record+anli_r1+paws+hellaswag+winogrande,7,rotten_tomatoes,0.1,0.8348968105065666,0.875,,
base,mnli+qnli+record+anli_r1+paws+hellaswag+winogrande,7,multirc,0.15000000000000002,0.7396864686468647,0.7234678624813156,,
base,mnli+qnli+record+anli_r1+paws+hellaswag+winogrande,7,copa,0.15000000000000002,0.59,0.6444444444444444,,
base,mnli+qnli+record+anli_r1+paws+hellaswag+winogrande,7,piqa,0.15000000000000002,0.45647442872687705,0.20480404551201015,,
base,mnli+qnli+record+anli_r1+paws+imdb,6,mrpc,0.05,0.33088235294117646,0.3866279069767442,,
base,mnli+qnli+record+anli_r1+paws+imdb,6,boolq,0.05,0.5828746177370031,0.44344205412907717,,
base,mnli+qnli+record+anli_r1+paws+imdb,6,rte,0.05,0.6245487364620939,0.703448275862069,,
base,mnli+qnli+record+anli_r1+paws+imdb,6,cola,0.1,0.5771812080536913,-0.52,,
base,mnli+qnli+record+anli_r1+paws+imdb,6,cb,1.05,0.75,1.05,,
base,mnli+qnli+record+anli_r1+paws+imdb,6,scitail,0.05,0.5945437441204139,0.6140873015873015,,
base,mnli+qnli+record+anli_r1+paws+imdb,6,cr,0.1,0.8909574468085106,0.9399293286219081,,
base,mnli+qnli+record+anli_r1+paws+imdb,6,rotten_tomatoes,0.1,0.8658536585365854,0.9198369565217392,,
base,mnli+qnli+record+anli_r1+paws+imdb,6,multirc,0.15000000000000002,0.6951320132013201,0.6158445440956652,,
base,mnli+qnli+record+anli_r1+paws+imdb,6,copa,0.15000000000000002,0.47,0.3777777777777777,,
base,mnli+qnli+record+anli_r1+paws+imdb,6,piqa,0.15000000000000002,0.3400435255712731,-0.06573957016434896,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag,7,mrpc,0.05,0.3284313725490196,0.38372093023255816,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag,7,boolq,0.05,0.5831804281345566,0.4441360166551007,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag,7,rte,0.05,0.6101083032490975,0.6758620689655173,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag,7,cola,0.1,0.585810162991371,-0.4685714285714291,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag,7,cb,0.9500000000000001,0.7321428571428571,1.025,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag,7,scitail,0.05,0.5912511759172154,0.6106150793650793,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag,7,cr,0.1,0.8909574468085106,0.9399293286219081,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag,7,rotten_tomatoes,0.1,0.8649155722326454,0.9184782608695652,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag,7,multirc,0.1,0.6883250825082509,0.5994020926756355,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag,7,copa,0.15000000000000002,0.63,0.7333333333333334,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag,7,piqa,0.15000000000000002,0.5767138193688792,0.4841972187104931,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag+winogrande,8,mrpc,0.05,0.3284313725490196,0.38372093023255816,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag+winogrande,8,boolq,0.05,0.5788990825688073,0.4344205412907702,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag+winogrande,8,rte,0.05,0.6353790613718412,0.7241379310344829,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag+winogrande,8,cola,0.05,0.5656759348034516,-0.588571428571429,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag+winogrande,8,cb,0.8500000000000001,0.75,1.05,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag+winogrande,8,scitail,0.05,0.5964252116650988,0.6160714285714285,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag+winogrande,8,cr,0.1,0.8936170212765957,0.9434628975265017,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag+winogrande,8,rotten_tomatoes,0.1,0.8658536585365854,0.9198369565217392,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag+winogrande,8,multirc,0.1,0.6703795379537953,0.5560538116591928,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag+winogrande,8,copa,0.1,0.62,0.7111111111111111,,
base,mnli+qnli+record+anli_r1+paws+imdb+hellaswag+winogrande,8,piqa,0.15000000000000002,0.5647442872687704,0.4563843236409607,,
base,mnli+qnli+record+anli_r1+paws+imdb+winogrande,7,mrpc,0.05,0.3333333333333333,0.3895348837209302,,
base,mnli+qnli+record+anli_r1+paws+imdb+winogrande,7,boolq,0.05,0.5801223241590214,0.4371963913948647,,
base,mnli+qnli+record+anli_r1+paws+imdb+winogrande,7,rte,0.05,0.631768953068592,0.7172413793103448,,
base,mnli+qnli+record+anli_r1+paws+imdb+winogrande,7,cola,0.05,0.5656759348034516,-0.588571428571429,,
base,mnli+qnli+record+anli_r1+paws+imdb+winogrande,7,cb,0.9500000000000001,0.7678571428571429,1.075,,
base,mnli+qnli+record+anli_r1+paws+imdb+winogrande,7,scitail,0.05,0.5898400752587017,0.6091269841269841,,
base,mnli+qnli+record+anli_r1+paws+imdb+winogrande,7,cr,0.1,0.8936170212765957,0.9434628975265017,,
base,mnli+qnli+record+anli_r1+paws+imdb+winogrande,7,rotten_tomatoes,0.1,0.8611632270168855,0.9130434782608696,,
base,mnli+qnli+record+anli_r1+paws+imdb+winogrande,7,multirc,0.1,0.6916254125412541,0.6073741903338316,,
base,mnli+qnli+record+anli_r1+paws+imdb+winogrande,7,copa,0.15000000000000002,0.59,0.6444444444444444,,
base,mnli+qnli+record+anli_r1+paws+imdb+winogrande,7,piqa,0.15000000000000002,0.4749727965179543,0.2477876106194691,,
base,mnli+qnli+record+anli_r1+paws+winogrande,6,mrpc,0.05,0.32598039215686275,0.3808139534883721,,
base,mnli+qnli+record+anli_r1+paws+winogrande,6,boolq,0.15000000000000002,0.5954128440366973,0.47189451769604446,,
base,mnli+qnli+record+anli_r1+paws+winogrande,6,rte,0.05,0.6209386281588448,0.6965517241379312,,
base,mnli+qnli+record+anli_r1+paws+winogrande,6,cola,0.1,0.5282837967401726,-0.8114285714285718,,
base,mnli+qnli+record+anli_r1+paws+winogrande,6,cb,0.8,0.75,1.05,,
base,mnli+qnli+record+anli_r1+paws+winogrande,6,scitail,0.05,0.5658513640639699,0.583829365079365,,
base,mnli+qnli+record+anli_r1+paws+winogrande,6,cr,0.1,0.8723404255319149,0.9151943462897527,,
base,mnli+qnli+record+anli_r1+paws+winogrande,6,rotten_tomatoes,0.1,0.8348968105065666,0.875,,
base,mnli+qnli+record+anli_r1+paws+winogrande,6,multirc,0.15000000000000002,0.744430693069307,0.7349277528649728,,
base,mnli+qnli+record+anli_r1+paws+winogrande,6,copa,0.15000000000000002,0.5,0.4444444444444445,,
base,mnli+qnli+record+anli_r1+paws+winogrande,6,piqa,0.15000000000000002,0.1985854189336235,-0.3944374209860935,,
base,mnli+qnli+record+anli_r1+winogrande,5,mrpc,0.05,0.33088235294117646,0.3866279069767442,,
base,mnli+qnli+record+anli_r1+winogrande,5,boolq,0.05,0.5712538226299694,0.41707147814018036,,
base,mnli+qnli+record+anli_r1+winogrande,5,rte,0.05,0.6028880866425993,0.6620689655172415,,
base,mnli+qnli+record+anli_r1+winogrande,5,cola,0.1,0.5426653883029722,-0.7257142857142862,,
base,mnli+qnli+record+anli_r1+winogrande,5,cb,0.9,0.7678571428571429,1.075,,
base,mnli+qnli+record+anli_r1+winogrande,5,scitail,0.05,0.5691439322671684,0.5873015873015873,,
base,mnli+qnli+record+anli_r1+winogrande,5,cr,0.1,0.8723404255319149,0.9151943462897527,,
base,mnli+qnli+record+anli_r1+winogrande,5,rotten_tomatoes,0.1,0.8330206378986866,0.8722826086956521,,
base,mnli+qnli+record+anli_r1+winogrande,5,multirc,0.1,0.6798679867986799,0.5789735924265074,,
base,mnli+qnli+record+anli_r1+winogrande,5,copa,0.15000000000000002,0.58,0.6222222222222221,,
base,mnli+qnli+record+anli_r1+winogrande,5,piqa,0.15000000000000002,0.3220892274211099,-0.10745891276864725,,
base,mnli+qnli+record+hellaswag,4,mrpc,0.1,0.3161764705882353,0.3691860465116279,,
base,mnli+qnli+record+hellaswag,4,boolq,0.05,0.5388379204892967,0.3435114503816795,,
base,mnli+qnli+record+hellaswag,4,rte,0.05,0.5487364620938628,0.5586206896551725,,
base,mnli+qnli+record+hellaswag,4,cola,0.1,0.5781399808245445,-0.5142857142857148,,
base,mnli+qnli+record+hellaswag,4,cb,0.8500000000000001,0.5714285714285714,0.7999999999999999,,
base,mnli+qnli+record+hellaswag,4,scitail,0.05,0.5239887111947319,0.5396825396825397,,
base,mnli+qnli+record+hellaswag,4,cr,0.1,0.8563829787234043,0.8939929328621908,,
base,mnli+qnli+record+hellaswag,4,rotten_tomatoes,0.1,0.8208255159474672,0.8546195652173916,,
base,mnli+qnli+record+hellaswag,4,multirc,0.1,0.6652227722772277,0.5435974090682612,,
base,mnli+qnli+record+hellaswag,4,copa,0.2,0.62,0.7111111111111111,,
base,mnli+qnli+record+hellaswag,4,piqa,0.2,0.5201305767138193,0.3527180783817952,,
base,mnli+qnli+record+hellaswag+winogrande,5,mrpc,0.1,0.3161764705882353,0.3691860465116279,,
base,mnli+qnli+record+hellaswag+winogrande,5,boolq,0.05,0.5587155963302752,0.3886190145732131,,
base,mnli+qnli+record+hellaswag+winogrande,5,rte,0.05,0.5342960288808665,0.5310344827586209,,
base,mnli+qnli+record+hellaswag+winogrande,5,cola,0.1,0.5436241610738255,-0.7200000000000004,,
base,mnli+qnli+record+hellaswag+winogrande,5,cb,0.75,0.5892857142857143,0.825,,
base,mnli+qnli+record+hellaswag+winogrande,5,scitail,0.05,0.5253998118532456,0.541170634920635,,
base,mnli+qnli+record+hellaswag+winogrande,5,cr,0.1,0.8696808510638298,0.911660777385159,,
base,mnli+qnli+record+hellaswag+winogrande,5,rotten_tomatoes,0.1,0.8395872420262664,0.8817934782608696,,
base,mnli+qnli+record+hellaswag+winogrande,5,multirc,0.1,0.6761551155115512,0.5700049825610365,,
base,mnli+qnli+record+hellaswag+winogrande,5,copa,0.15000000000000002,0.63,0.7333333333333334,,
base,mnli+qnli+record+hellaswag+winogrande,5,piqa,0.15000000000000002,0.5402611534276387,0.3994943109987357,,
base,mnli+qnli+record+imdb,4,mrpc,0.05,0.32598039215686275,0.3808139534883721,,
base,mnli+qnli+record+imdb,4,boolq,0.05,0.5198776758409785,0.3004857737682164,,
base,mnli+qnli+record+imdb,4,rte,0.05,0.5451263537906137,0.5517241379310345,,
base,mnli+qnli+record+imdb,4,cola,0.1,0.610738255033557,-0.32000000000000023,,
base,mnli+qnli+record+imdb,4,cb,1.1500000000000001,0.6071428571428571,0.8499999999999999,,
base,mnli+qnli+record+imdb,4,scitail,0.05,0.5761994355597366,0.5947420634920635,,
base,mnli+qnli+record+imdb,4,cr,0.1,0.8936170212765957,0.9434628975265017,,
base,mnli+qnli+record+imdb,4,rotten_tomatoes,0.1,0.873358348968105,0.9307065217391306,,
base,mnli+qnli+record+imdb,4,multirc,0.1,0.6033415841584159,0.3941205779770804,,
base,mnli+qnli+record+imdb,4,copa,0.2,0.53,0.5111111111111112,,
base,mnli+qnli+record+imdb,4,piqa,0.2,0.4047878128400435,0.08470290771175724,,
base,mnli+qnli+record+imdb+hellaswag,5,mrpc,0.05,0.3235294117647059,0.3779069767441861,,
base,mnli+qnli+record+imdb+hellaswag,5,boolq,0.05,0.5452599388379205,0.3580846634281748,,
base,mnli+qnli+record+imdb+hellaswag,5,rte,0.05,0.5415162454873647,0.5448275862068966,,
base,mnli+qnli+record+imdb+hellaswag,5,cola,0.1,0.6212847555129435,-0.25714285714285706,,
base,mnli+qnli+record+imdb+hellaswag,5,cb,1.2000000000000002,0.5892857142857143,0.825,,
base,mnli+qnli+record+imdb+hellaswag,5,scitail,0.05,0.5832549388523048,0.6021825396825397,,
base,mnli+qnli+record+imdb+hellaswag,5,cr,0.1,0.901595744680851,0.9540636042402827,,
base,mnli+qnli+record+imdb+hellaswag,5,rotten_tomatoes,0.1,0.873358348968105,0.9307065217391306,,
base,mnli+qnli+record+imdb+hellaswag,5,multirc,0.05,0.5375412541254125,0.23517688091679126,,
base,mnli+qnli+record+imdb+hellaswag,5,copa,0.15000000000000002,0.66,0.8,,
base,mnli+qnli+record+imdb+hellaswag,5,piqa,0.15000000000000002,0.6006528835690969,0.5398230088495576,,
base,mnli+qnli+record+imdb+hellaswag+winogrande,6,mrpc,0.1,0.32598039215686275,0.3808139534883721,,
base,mnli+qnli+record+imdb+hellaswag+winogrande,6,boolq,0.05,0.5574923547400612,0.38584316446911876,,
base,mnli+qnli+record+imdb+hellaswag+winogrande,6,rte,0.05,0.5415162454873647,0.5448275862068966,,
base,mnli+qnli+record+imdb+hellaswag+winogrande,6,cola,0.1,0.5771812080536913,-0.52,,
base,mnli+qnli+record+imdb+hellaswag+winogrande,6,cb,0.9,0.6071428571428571,0.8499999999999999,,
base,mnli+qnli+record+imdb+hellaswag+winogrande,6,scitail,0.05,0.5823142050799623,0.6011904761904762,,
base,mnli+qnli+record+imdb+hellaswag+winogrande,6,cr,0.1,0.9042553191489362,0.9575971731448764,,
base,mnli+qnli+record+imdb+hellaswag+winogrande,6,rotten_tomatoes,0.1,0.8696060037523452,0.9252717391304348,,
base,mnli+qnli+record+imdb+hellaswag+winogrande,6,multirc,0.05,0.5521864686468647,0.2705530642750375,,
base,mnli+qnli+record+imdb+hellaswag+winogrande,6,copa,0.15000000000000002,0.66,0.8,,
base,mnli+qnli+record+imdb+hellaswag+winogrande,6,piqa,0.15000000000000002,0.6414581066376496,0.6346396965865991,,
base,mnli+qnli+record+imdb+winogrande,5,mrpc,0.1,0.3284313725490196,0.38372093023255816,,
base,mnli+qnli+record+imdb+winogrande,5,boolq,0.05,0.5324159021406728,0.32893823733518396,,
base,mnli+qnli+record+imdb+winogrande,5,rte,0.05,0.5487364620938628,0.5586206896551725,,
base,mnli+qnli+record+imdb+winogrande,5,cola,0.1,0.5771812080536913,-0.52,,
base,mnli+qnli+record+imdb+winogrande,5,cb,1.05,0.625,0.875,,
base,mnli+qnli+record+imdb+winogrande,5,scitail,0.05,0.5804327375352775,0.5992063492063491,,
base,mnli+qnli+record+imdb+winogrande,5,cr,0.1,0.8962765957446809,0.9469964664310956,,
base,mnli+qnli+record+imdb+winogrande,5,rotten_tomatoes,0.1,0.874296435272045,0.9320652173913043,,
base,mnli+qnli+record+imdb+winogrande,5,multirc,0.05,0.5474422442244224,0.25909317389138026,,
base,mnli+qnli+record+imdb+winogrande,5,copa,0.15000000000000002,0.63,0.7333333333333334,,
base,mnli+qnli+record+imdb+winogrande,5,piqa,0.2,0.49075081610446136,0.28445006321112515,,
base,mnli+qnli+record+paws,4,mrpc,0.1,0.31862745098039214,0.37209302325581395,,
base,mnli+qnli+record+paws,4,boolq,0.25,0.6522935779816513,0.600971547536433,,
base,mnli+qnli+record+paws,4,rte,0.05,0.5306859205776173,0.5241379310344828,,
base,mnli+qnli+record+paws,4,cola,0.1,0.5407478427612655,-0.7371428571428578,,
base,mnli+qnli+record+paws,4,cb,0.9500000000000001,0.6428571428571429,0.9,,
base,mnli+qnli+record+paws,4,scitail,0.05,0.5244590780809031,0.5401785714285714,,
base,mnli+qnli+record+paws,4,cr,0.1,0.8617021276595744,0.901060070671378,,
base,mnli+qnli+record+paws,4,rotten_tomatoes,0.15000000000000002,0.7045028142589118,0.6861413043478262,,
base,mnli+qnli+record+paws,4,multirc,0.2,0.7403052805280528,0.7249626307922272,,
base,mnli+qnli+record+paws,4,copa,0.2,0.29,-0.02222222222222224,,
