method,combo,n_tasks,target,sar,sar_iso
base,qnli+snli+imdb+squad_v2+hellaswag,5,mrpc,0.6275145717497382,0.8663789214832442
base,qnli+snli+imdb+squad_v2+hellaswag,5,boolq,0.6088332367528763,0.8584608499492917
base,qnli+snli+imdb+squad_v2+hellaswag,5,rte,0.6973810089485986,0.8924597028110709
base,qnli+snli+imdb+squad_v2+hellaswag,5,cola,0.6235124883907182,0.862676169191088
base,qnli+snli+imdb+squad_v2+hellaswag,5,cb,0.6735137506787267,0.888136721083096
base,qnli+snli+imdb+squad_v2+hellaswag,5,scitail,0.7005702661616462,0.8858659533517701
base,qnli+snli+imdb+squad_v2+hellaswag,5,stsb,0.5622209457547537,0.8477053711456912
base,qnli+snli+imdb+squad_v2+hellaswag,5,cr,0.6982320621609688,0.8896715018366065
base,qnli+snli+imdb+squad_v2+hellaswag,5,rotten_tomatoes,0.7174543485577617,0.8946751616895199
base,qnli+snli+imdb+squad_v2+hellaswag,5,multirc,0.6195200071004885,0.8608389110969645
base,qnli+snli+imdb+squad_v2+hellaswag,5,copa,0.5878417912338462,0.852317392293896
base,qnli+snli+imdb+squad_v2+hellaswag,5,piqa,0.6508035784853357,0.8694498868925231
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,mrpc,0.6299824022821018,0.866404437060867
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,boolq,0.6127625949946898,0.8587812911719084
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,rte,0.6981640883854457,0.891950920756374
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,cola,0.6254712383129767,0.8628658527242286
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,cb,0.6751187249485936,0.8876268251666001
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,scitail,0.7017115306641374,0.8856729040188449
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,stsb,0.5655043002750192,0.8477477931550571
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,cr,0.700902401602694,0.8897416980138847
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,rotten_tomatoes,0.719527139195374,0.8947073968925646
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,multirc,0.6221665618941188,0.8610725823257651
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,copa,0.5987199004739523,0.854946207255125
base,qnli+snli+imdb+squad_v2+hellaswag+winogrande,6,piqa,0.686563420242497,0.878944315548454
base,qnli+snli+imdb+squad_v2+winogrande,5,mrpc,0.6272674913385085,0.8662062516169888
base,qnli+snli+imdb+squad_v2+winogrande,5,boolq,0.610726418771914,0.8587300990309034
base,qnli+snli+imdb+squad_v2+winogrande,5,rte,0.6958154157868454,0.8918418985392366
base,qnli+snli+imdb+squad_v2+winogrande,5,cola,0.623057486223323,0.8625739701092243
base,qnli+snli+imdb+squad_v2+winogrande,5,cb,0.6711867382483823,0.8871634176799229
base,qnli+snli+imdb+squad_v2+winogrande,5,scitail,0.7007783478392022,0.8857928916279759
base,qnli+snli+imdb+squad_v2+winogrande,5,stsb,0.5615686339193157,0.8476140283580337
