method,combo,n_tasks,target,sar,sar_iso
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,mrpc,0.6577142269483635,0.8666464148887566
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,boolq,0.6903952479894672,0.8741200297538724
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,rte,0.6893436826233353,0.8772872260638646
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,cola,0.6481457091867924,0.8611970964287009
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,cb,0.7060354634055069,0.8907336065811771
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,scitail,0.7313611363726003,0.8891293991889272
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,stsb,0.5948184201759952,0.848110545160515
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,cr,0.6431092175522021,0.8599734253117016
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,rotten_tomatoes,0.6405643947156412,0.8581031741840499
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,multirc,0.6978740540466138,0.8762095775455236
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,copa,0.6143283184085574,0.8512468561530113
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag,7,piqa,0.6696180267525571,0.8672628751290696
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,mrpc,0.658432347966092,0.8667014837265015
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,boolq,0.6910881719418934,0.8742800687572786
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,rte,0.6894004930342946,0.8771942188697202
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,cola,0.6489389482885599,0.8613816574215889
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,cb,0.7059049023581403,0.8905865507466453
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,scitail,0.7310686154024941,0.8890287556818554
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,stsb,0.5958594935280936,0.8481783789715597
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,cr,0.6455522791615554,0.8603781570813486
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,rotten_tomatoes,0.6426059213866081,0.8584786882357938
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,multirc,0.6980988391275916,0.8762708766652005
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,copa,0.6210079876972097,0.8535774485873324
base,mnli+qqp+record+anli_r1+paws+squad_v2+hellaswag+winogrande,8,piqa,0.6998700526143823,0.8763479944318533
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,mrpc,0.6571986776377473,0.8665433222694057
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,boolq,0.690503670967051,0.8742452769407204
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,rte,0.6878326444753579,0.876958684197494
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,cola,0.6476422010787896,0.8610254409057754
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,cb,0.703502483399851,0.8902587459555694
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,scitail,0.7309193879898105,0.8891683625323432
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,stsb,0.593412413527923,0.8480598357106958
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,cr,0.6441716969545398,0.8601862766913005
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,rotten_tomatoes,0.6417074002591627,0.8584658123020615
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,multirc,0.6974222250282764,0.8761777593089002
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,copa,0.6165109151708228,0.851796420024974
base,mnli+qqp+record+anli_r1+paws+squad_v2+winogrande,7,piqa,0.6841095443814993,0.8708062291677509
base,mnli+qqp+record+anli_r1+paws+winogrande,6,mrpc,0.6401513679219144,0.8661517628601619
base,mnli+qqp+record+anli_r1+paws+winogrande,6,boolq,0.6725089816110474,0.8749804283891406
base,mnli+qqp+record+anli_r1+paws+winogrande,6,rte,0.6739858370274305,0.8776084801980427
base,mnli+qqp+record+anli_r1+paws+winogrande,6,cola,0.622657979705504,0.8586549245353255
base,mnli+qqp+record+anli_r1+paws+winogrande,6,cb,0.6896139138511249,0.8927757053502968
base,mnli+qqp+record+anli_r1+paws+winogrande,6,scitail,0.7223822921514511,0.8902466382299151
base,mnli+qqp+record+anli_r1+paws+winogrande,6,stsb,0.5719188837600606,0.8473072262214763
base,mnli+qqp+record+anli_r1+paws+winogrande,6,cr,0.6242405575966197,0.8594594166747161
base,mnli+qqp+record+anli_r1+paws+winogrande,6,rotten_tomatoes,0.6239621540797609,0.8578064548117774
base,mnli+qqp+record+anli_r1+paws+winogrande,6,multirc,0.6753001642812576,0.8756357519222158
base,mnli+qqp+record+anli_r1+paws+winogrande,6,copa,0.5888057609221765,0.8501648854996476
base,mnli+qqp+record+anli_r1+paws+winogrande,6,piqa,0.6665440931517098,0.8714052209896701
base,mnli+qqp+record+anli_r1+squad_v2,5,mrpc,0.6548193655908108,0.865823852696589
base,mnli+qqp+record+anli_r1+squad_v2,5,boolq,0.6342088026659829,0.8571845130728823
base,mnli+qqp+record+anli_r1+squad_v2,5,rte,0.6869847287556955,0.876622026520116
base,mnli+qqp+record+anli_r1+squad_v2,5,cola,0.6458991334906646,0.8603512234985828
base,mnli+qqp+record+anli_r1+squad_v2,5,cb,0.7049949735935245,0.89087907278112
base,mnli+qqp+record+anli_r1+squad_v2,5,scitail,0.7306848562189511,0.888939074373671
base,mnli+qqp+record+anli_r1+squad_v2,5,stsb,0.5914042352565697,0.8474650465484176
base,mnli+qqp+record+anli_r1+squad_v2,5,cr,0.6407030734366604,0.8594052097094911
base,mnli+qqp+record+anli_r1+squad_v2,5,rotten_tomatoes,0.6383693948654192,0.8577453283859151
base,mnli+qqp+record+anli_r1+squad_v2,5,multirc,0.6499402250296303,0.861239356654031
base,mnli+qqp+record+anli_r1+squad_v2,5,copa,0.6079969056216734,0.8488138392567635
base,mnli+qqp+record+anli_r1+squad_v2,5,piqa,0.6305204393076045,0.8542189842888287
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,mrpc,0.6567921061068773,0.8660794539111001
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,boolq,0.6360864747049553,0.8573910583342824
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,rte,0.6893131025135517,0.876936956175736
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,cola,0.647887193464807,0.8607661468642098
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,cb,0.7082576262099403,0.8912723931883063
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,scitail,0.7313072585633823,0.8888756265597684
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,stsb,0.5948314423273716,0.8477953757558551
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,cr,0.6428120053772416,0.8596859358783279
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,rotten_tomatoes,0.639860126988164,0.8578854549143996
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,multirc,0.6516941898901548,0.8614747473703963
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,copa,0.6149983536452055,0.851160202441471
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag,6,piqa,0.6724487407399076,0.8670857876007046
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag+winogrande,7,mrpc,0.6576195872787919,0.866156879812479
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag+winogrande,7,boolq,0.6375976995165858,0.857654149777123
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag+winogrande,7,rte,0.6894470634205001,0.8768839027200427
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag+winogrande,7,cola,0.6487257187919957,0.8610249345323869
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag+winogrande,7,cb,0.7081202558640923,0.8911751934460231
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag+winogrande,7,scitail,0.7310612273535558,0.8888000542564052
base,mnli+qqp+record+anli_r1+squad_v2+hellaswag+winogrande,7,stsb,0.5958197837961572,0.8478258587419987
