method,combo,n_tasks,target,sar,sar_iso
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,mrpc,0.6613893343933991,0.8688008966190475
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,boolq,0.6949925050139427,0.8763844389468431
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,rte,0.7253161107323,0.8941280522516796
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,cola,0.6542169989219734,0.8635108361818961
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,cb,0.7202974728175572,0.8966596722602844
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,scitail,0.7326383760997227,0.8902672289737633
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,stsb,0.5917531879884856,0.8478733114898205
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,cr,0.7300408663494247,0.8932220722947802
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,rotten_tomatoes,0.7436145714351109,0.8965068076338086
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,multirc,0.6973998312439237,0.8771877940744162
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,copa,0.6112878538135972,0.8503498496221644
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2,7,piqa,0.6309901619596141,0.8549197946808168
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,mrpc,0.6628001406788826,0.8688467448311192
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,boolq,0.6957968960383109,0.8764155991375446
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,rte,0.7266136652656964,0.8941803744861058
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,cola,0.6558689629392964,0.8638619439942496
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,cb,0.7223164620144027,0.8967466918485505
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,scitail,0.7331387512385845,0.8901444654911757
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,stsb,0.595405215131385,0.848188977688551
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,cr,0.7307191757219178,0.8931158983281681
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,rotten_tomatoes,0.7438634503632784,0.8963251422558512
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,multirc,0.6984578381691661,0.8771872645510095
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,copa,0.618550126307777,0.8526136204600334
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag,8,piqa,0.6740645164889949,0.8680159175502402
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,mrpc,0.6630203412579638,0.8687929420598915
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,boolq,0.696109699351447,0.876432540161269
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,rte,0.725889204069972,0.8939129029001508
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,cola,0.6560578915689673,0.8639157164309706
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,cb,0.7212386479867356,0.896438793944461
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,scitail,0.7325869122786182,0.8899983699832644
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,stsb,0.5957349921975817,0.8483382066977876
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,cr,0.7308040889246123,0.8930572766278472
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,rotten_tomatoes,0.7435689842594522,0.8962540418973991
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,multirc,0.6983359032975776,0.8771821670234203
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,copa,0.6240697582917554,0.8547595172588315
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+hellaswag+winogrande,9,piqa,0.7000667194702795,0.8771074472793511
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,mrpc,0.6620104352810553,0.8687031082808971
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,boolq,0.6956653081412826,0.8765061447130782
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,rte,0.724974483783756,0.8938244059681892
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,cola,0.6548111640981266,0.8635446626160826
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,cb,0.719619659440858,0.8963557524340493
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,scitail,0.7323754211621625,0.8901115996497018
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,stsb,0.593373158414449,0.8480560734335866
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,cr,0.7304520897035088,0.8931351447744029
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,rotten_tomatoes,0.7435212502522128,0.8964434441711221
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,multirc,0.6976138978664365,0.8771593868732452
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,copa,0.6190576726304633,0.8529405897217137
base,mnli+qnli+sst2+record+anli_r1+paws+squad_v2+winogrande,8,piqa,0.6842639467545918,0.8713697423892361
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,mrpc,0.6447513843221324,0.8686666089509215
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,boolq,0.6841054973857743,0.8776735839034829
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,rte,0.7154175546020269,0.8963541622672763
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,cola,0.6277348473668098,0.8614951981497663
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,cb,0.7108084405107158,0.8993182879473481
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,scitail,0.7234588387821402,0.891517011448741
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,stsb,0.5679818085793938,0.847379627504519
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,cr,0.722347889361637,0.8959615762744632
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,rotten_tomatoes,0.7376358564943075,0.898805527814797
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,multirc,0.6809981611690351,0.8768368089305503
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,copa,0.5915649514645338,0.8518720088260514
base,mnli+qnli+sst2+record+anli_r1+paws+winogrande,7,piqa,0.6709863689861127,0.8722589093127421
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,mrpc,0.6605545386139836,0.8681465078677449
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,boolq,0.6414170149447662,0.8596300184726715
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,rte,0.7258697639086417,0.8939349406531879
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,cola,0.6544459589890071,0.8632070494017431
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,cb,0.7230700669544083,0.8972975255123207
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,scitail,0.732454575864332,0.8899475772465978
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,stsb,0.5917334414220282,0.8474424994949784
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,cr,0.7318780648389033,0.8936057670840195
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,rotten_tomatoes,0.7450772907052722,0.8968882677810532
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,multirc,0.6519403216828193,0.8622535070670503
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,copa,0.6114199299897466,0.8500852941402367
base,mnli+qnli+sst2+record+anli_r1+squad_v2,6,piqa,0.6301463302224874,0.8544437071042401
base,mnli+qnli+sst2+record+anli_r1+squad_v2+hellaswag,7,mrpc,0.6621630670768874,0.868275406637362
base,mnli+qnli+sst2+record+anli_r1+squad_v2+hellaswag,7,boolq,0.6431511588660734,0.8597478403576783
base,mnli+qnli+sst2+record+anli_r1+squad_v2+hellaswag,7,rte,0.72728696066354,0.8939744239406926
base,mnli+qnli+sst2+record+anli_r1+squad_v2+hellaswag,7,cola,0.6564118886100394,0.863558963473354
base,mnli+qnli+sst2+record+anli_r1+squad_v2+hellaswag,7,cb,0.7252093175692218,0.8973443609263215
