method,combo,n_tasks,target,sar,sar_iso
base,qnli+sst2+snli+imdb+winogrande,5,mrpc,0.5789628726031099,0.8666478507220745
base,qnli+sst2+snli+imdb+winogrande,5,boolq,0.5655092599668673,0.8571555808718715
base,qnli+sst2+snli+imdb+winogrande,5,rte,0.6510609691696507,0.8959897336150918
base,qnli+sst2+snli+imdb+winogrande,5,cola,0.5772031682011273,0.8610962150352341
base,qnli+sst2+snli+imdb+winogrande,5,cb,0.6251086052507162,0.892778180539608
base,qnli+sst2+snli+imdb+winogrande,5,scitail,0.6656894119722503,0.8881677713777337
base,qnli+sst2+snli+imdb+winogrande,5,stsb,0.5101793322579137,0.8458115862948554
base,qnli+sst2+snli+imdb+winogrande,5,cr,0.7089920360594988,0.9090139823300498
base,qnli+sst2+snli+imdb+winogrande,5,rotten_tomatoes,0.731053679649319,0.9110135052885328
base,qnli+sst2+snli+imdb+winogrande,5,multirc,0.5652499983885458,0.857241490855813
base,qnli+sst2+snli+imdb+winogrande,5,copa,0.5281212491515491,0.8512997752321618
base,qnli+sst2+snli+imdb+winogrande,5,piqa,0.6110385358666203,0.8744669112243822
base,qnli+sst2+snli+paws,4,mrpc,0.5744134809023568,0.8666996918618679
base,qnli+sst2+snli+paws,4,boolq,0.6186766838654876,0.8783613265092883
base,qnli+sst2+snli+paws,4,rte,0.645603324685778,0.8958552724548748
base,qnli+sst2+snli+paws,4,cola,0.569964127349002,0.8604905411068883
base,qnli+sst2+snli+paws,4,cb,0.6060767373336213,0.8901941430355821
base,qnli+sst2+snli+paws,4,scitail,0.6639932252998862,0.8889045566320419
base,qnli+sst2+snli+paws,4,stsb,0.5059911540509867,0.845820760886584
base,qnli+sst2+snli+paws,4,cr,0.6663029369499002,0.8995898977986404
base,qnli+sst2+snli+paws,4,rotten_tomatoes,0.6903598590620926,0.9020305898572717
base,qnli+sst2+snli+paws,4,multirc,0.6096221931012613,0.8754536440329892
base,qnli+sst2+snli+paws,4,copa,0.5048354815558663,0.845678461715579
base,qnli+sst2+snli+paws,4,piqa,0.5491716453273382,0.8530080182743924
base,qnli+sst2+snli+paws+hellaswag,5,mrpc,0.5835702300869993,0.8669090106018952
base,qnli+sst2+snli+paws+hellaswag,5,boolq,0.6246225184627942,0.8782797272184065
base,qnli+sst2+snli+paws+hellaswag,5,rte,0.6544003345604453,0.8957646531718118
base,qnli+sst2+snli+paws+hellaswag,5,cola,0.5769123999135835,0.8608513051377875
base,qnli+sst2+snli+paws+hellaswag,5,cb,0.6175921271954264,0.8906111679971218
base,qnli+sst2+snli+paws+hellaswag,5,scitail,0.6687631053583962,0.8886105261210885
base,qnli+sst2+snli+paws+hellaswag,5,stsb,0.513827726344711,0.8464529719203711
base,qnli+sst2+snli+paws+hellaswag,5,cr,0.6751023616109576,0.899236936122179
base,qnli+sst2+snli+paws+hellaswag,5,rotten_tomatoes,0.697800367272326,0.9015921221247741
base,qnli+sst2+snli+paws+hellaswag,5,multirc,0.6166506735607982,0.8757473323494196
base,qnli+sst2+snli+paws+hellaswag,5,copa,0.5213402770459652,0.8498372858656305
base,qnli+sst2+snli+paws+hellaswag,5,piqa,0.5989600447272616,0.8716228551098278
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,mrpc,0.5898590997925827,0.8668193061436925
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,boolq,0.6300773778930306,0.8782175071537495
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,rte,0.6589244654668229,0.8950526863336563
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,cola,0.5820076162926853,0.8608947122203452
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,cb,0.6239750837641103,0.8899390245122569
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,scitail,0.6723628174513578,0.8882755227386951
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,stsb,0.5202630244727645,0.8466908841260842
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,cr,0.6797462395791497,0.8988509018506322
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,rotten_tomatoes,0.7012656163424253,0.9012848293142659
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,multirc,0.6218491951003671,0.8757705962551492
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,copa,0.5391069113143853,0.8536385829959597
base,qnli+sst2+snli+paws+hellaswag+winogrande,6,piqa,0.6448993520545108,0.8813342353595155
base,qnli+sst2+snli+paws+imdb,5,mrpc,0.5801367949960488,0.8677702109728541
base,qnli+sst2+snli+paws+imdb,5,boolq,0.6204087863277111,0.878609999748213
base,qnli+sst2+snli+paws+imdb,5,rte,0.6506081274045366,0.8968319232974734
base,qnli+sst2+snli+paws+imdb,5,cola,0.5758523138106934,0.8614805013473544
base,qnli+sst2+snli+paws+imdb,5,cb,0.620250102398651,0.8925890454224178
base,qnli+sst2+snli+paws+imdb,5,scitail,0.6659435573965311,0.8890638098652873
base,qnli+sst2+snli+paws+imdb,5,stsb,0.5080717633079205,0.8460294127996478
base,qnli+sst2+snli+paws+imdb,5,cr,0.7049181687512568,0.9086362602455276
base,qnli+sst2+snli+paws+imdb,5,rotten_tomatoes,0.7284110875001976,0.910727280059031
base,qnli+sst2+snli+paws+imdb,5,multirc,0.6097068438040358,0.8755706687058721
base,qnli+sst2+snli+paws+imdb,5,copa,0.514488543051162,0.8468756915203163
base,qnli+sst2+snli+paws+imdb,5,piqa,0.5515449386356133,0.8532561087714774
base,qnli+sst2+snli+paws+imdb+hellaswag,6,mrpc,0.5890382383284825,0.8679007015057972
base,qnli+sst2+snli+paws+imdb+hellaswag,6,boolq,0.6260649177378842,0.8783996520297868
base,qnli+sst2+snli+paws+imdb+hellaswag,6,rte,0.6589025759271213,0.8966598383017949
base,qnli+sst2+snli+paws+imdb+hellaswag,6,cola,0.5819794383964368,0.8617811671325138
base,qnli+sst2+snli+paws+imdb+hellaswag,6,cb,0.6299493959439653,0.8928254252033574
base,qnli+sst2+snli+paws+imdb+hellaswag,6,scitail,0.6701164761824268,0.8887233976274729
base,qnli+sst2+snli+paws+imdb+hellaswag,6,stsb,0.5153137789373952,0.8466447070240974
base,qnli+sst2+snli+paws+imdb+hellaswag,6,cr,0.7085306327790022,0.9081082833664758
base,qnli+sst2+snli+paws+imdb+hellaswag,6,rotten_tomatoes,0.730919743755034,0.9102365518254893
base,qnli+sst2+snli+paws+imdb+hellaswag,6,multirc,0.6165973920641201,0.8756602606070893
base,qnli+sst2+snli+paws+imdb+hellaswag,6,copa,0.52927320683375,0.8508792594075203
base,qnli+sst2+snli+paws+imdb+hellaswag,6,piqa,0.5997279253123062,0.871468348428607
base,qnli+sst2+snli+paws+imdb+hellaswag+winogrande,7,mrpc,0.5945537223347596,0.8678356967866421
base,qnli+sst2+snli+paws+imdb+hellaswag+winogrande,7,boolq,0.6317151162241187,0.8783331069030932
base,qnli+sst2+snli+paws+imdb+hellaswag+winogrande,7,rte,0.663089611700603,0.8959637002221176
base,qnli+sst2+snli+paws+imdb+hellaswag+winogrande,7,cola,0.5865492039759245,0.8618008398583957
base,qnli+sst2+snli+paws+imdb+hellaswag+winogrande,7,cb,0.6351054752511638,0.8921370767056942
base,qnli+sst2+snli+paws+imdb+hellaswag+winogrande,7,scitail,0.6735671117369618,0.888457755957331
base,qnli+sst2+snli+paws+imdb+hellaswag+winogrande,7,stsb,0.5211914889514446,0.8468405327626637
base,qnli+sst2+snli+paws+imdb+hellaswag+winogrande,7,cr,0.7119700360511031,0.9076594705028194
base,qnli+sst2+snli+paws+imdb+hellaswag+winogrande,7,rotten_tomatoes,0.7333860384034259,0.9098063968122005
