method,combo,n_tasks,target,sar,sar_iso
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,mrpc,0.6427601655679089,0.8672396508710725
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,boolq,0.6737505888034191,0.8752319416297334
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,rte,0.6758754931922469,0.8783622932221208
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,cola,0.6291470023404274,0.8605244550853968
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,cb,0.6939826964267662,0.8939289903002126
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,scitail,0.7229566536843777,0.8905076804969992
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,stsb,0.5722177653307361,0.8476018873708588
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,cr,0.7158061885940177,0.8926083871296474
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,rotten_tomatoes,0.7322755610304219,0.8958693950303963
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,multirc,0.6748892460018396,0.8755056357809475
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,copa,0.5912221375453685,0.8510380717260497
base,mnli+qqp+sst2+record+anli_r1+paws+winogrande,7,piqa,0.6660764667072466,0.8714375362864563
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,mrpc,0.6571205420685666,0.8668481931090355
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,boolq,0.636142917642636,0.8579094338097742
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,rte,0.6888474308486495,0.8774260596505233
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,cola,0.6515121593007019,0.8623720460704395
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,cb,0.7090630299810853,0.8922994152775833
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,scitail,0.7313096964997905,0.8892584387212992
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,stsb,0.5914224628359079,0.8476816128407206
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,cr,0.7248127276876143,0.890806606305497
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,rotten_tomatoes,0.739280174353293,0.8943240126328809
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,multirc,0.6498244073508042,0.8613752765314919
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,copa,0.6092412280184882,0.8494688825947898
base,mnli+qqp+sst2+record+anli_r1+squad_v2,6,piqa,0.6302592629300696,0.8544849575098071
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,mrpc,0.6588165781327656,0.8671101411538464
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,boolq,0.6377696577193481,0.8580249236630542
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,rte,0.6909019550574678,0.8776977035616126
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,cola,0.6534319221973419,0.8626632576010057
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,cb,0.7117245066910982,0.892564695328474
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,scitail,0.7317577145461526,0.8891837881611926
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,stsb,0.5945656722677606,0.8479867295495102
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,cr,0.7257562077471188,0.89081974912967
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,rotten_tomatoes,0.7397208714059421,0.8941921836563519
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,multirc,0.6515034435849104,0.8615802587675196
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,copa,0.6157585624605417,0.8517656725432191
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag,7,piqa,0.6689379108803613,0.8671171659869807
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,mrpc,0.6593607802476201,0.8672046932790961
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,boolq,0.6389637264822211,0.8582598425980125
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,rte,0.6908059955707618,0.877633848892791
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,cola,0.6536963182900634,0.8627383637108973
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,cb,0.7113054958837373,0.8923602301095214
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,scitail,0.7313940487802029,0.8890826582376447
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,stsb,0.59554280766419,0.8479966952332428
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,cr,0.7263299452939204,0.8907661666827542
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,rotten_tomatoes,0.7397961424929755,0.8941467021192823
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,multirc,0.6520140990614891,0.8617779245334012
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,copa,0.6223100109824112,0.8541364760271141
base,mnli+qqp+sst2+record+anli_r1+squad_v2+hellaswag+winogrande,8,piqa,0.699192725121975,0.8761899583041668
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,mrpc,0.6582598973597799,0.8670058457979134
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,boolq,0.6380027696224195,0.8581339557256017
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,rte,0.6892852394708565,0.8773932089763028
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,cola,0.652493989361184,0.8624636376542705
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,cb,0.7090756696249757,0.8920999073556491
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,scitail,0.7312014496752194,0.8891769487942968
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,stsb,0.5932585807251078,0.8477857091597149
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,cr,0.7257914173283747,0.8907912937658173
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,rotten_tomatoes,0.7396566053586346,0.8942784773451942
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,multirc,0.6509899809690458,0.861575614128794
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,copa,0.6173991478447404,0.8522125567708697
base,mnli+qqp+sst2+record+anli_r1+squad_v2+winogrande,7,piqa,0.683301895324673,0.8706532671515431
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,mrpc,0.6414896473288536,0.8666924616055829
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,boolq,0.6195914714730212,0.8575381019285747
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,rte,0.6756935529410839,0.8780996464192867
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,cola,0.6283897483455283,0.8601828190897193
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,cb,0.6961969097277948,0.8946139557021004
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,scitail,0.7227348097200904,0.8902977364403861
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,stsb,0.5715116690179067,0.8472255910081523
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,cr,0.7115881206201655,0.8929759711027145
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,rotten_tomatoes,0.7274116244433182,0.8962342574128083
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,multirc,0.6303931655628341,0.8598992561123201
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,copa,0.5909561855452401,0.8507773902799401
base,mnli+qqp+sst2+record+anli_r1+winogrande,6,piqa,0.6656233088246414,0.8712310849555901
base,mnli+qqp+sst2+record+hellaswag,5,mrpc,0.6381182625357594,0.8649176409734147
base,mnli+qqp+sst2+record+hellaswag,5,boolq,0.6203173720277846,0.8570458380771535
base,mnli+qqp+sst2+record+hellaswag,5,rte,0.6629230864346027,0.8724683746695518
base,mnli+qqp+sst2+record+hellaswag,5,cola,0.6284614035061428,0.8595092913934163
base,mnli+qqp+sst2+record+hellaswag,5,cb,0.663098391677652,0.8804858156612941
base,mnli+qqp+sst2+record+hellaswag,5,scitail,0.714176034288747,0.8871164795543466
base,mnli+qqp+sst2+record+hellaswag,5,stsb,0.5754088822619191,0.8471716275172574
base,mnli+qqp+sst2+record+hellaswag,5,cr,0.7101481241573181,0.8921138559068952
base,mnli+qqp+sst2+record+hellaswag,5,rotten_tomatoes,0.7282842838072351,0.895880072244576
base,mnli+qqp+sst2+record+hellaswag,5,multirc,0.6326895493880978,0.8596642959330764
base,mnli+qqp+sst2+record+hellaswag,5,copa,0.5897740140956428,0.8498690719051021
base,mnli+qqp+sst2+record+hellaswag,5,piqa,0.6549762915154653,0.8678935500127929
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,mrpc,0.6399178598076105,0.8650604880281857
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,boolq,0.6226321871924613,0.8572806127901588
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,rte,0.6640256991876023,0.872437773006303
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,cola,0.6297059059143066,0.8596278894692659
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,cb,0.6643663737922907,0.8804008670683418
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,scitail,0.7144609697695289,0.8869770874402353
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,stsb,0.5770281027736408,0.8472657006766114
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,cr,0.7155920070196901,0.8920697937054294
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,rotten_tomatoes,0.7333884116794381,0.8958060933010918
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,multirc,0.6339688400205757,0.8598820607044867
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,copa,0.5991153109020421,0.852599898353219
base,mnli+qqp+sst2+record+hellaswag+winogrande,6,piqa,0.6859134031193597,0.8771882110408374
base,mnli+qqp+sst2+record+imdb,5,mrpc,0.6382640336773225,0.8658150817666735
base,mnli+qqp+sst2+record+imdb,5,boolq,0.6180257577049945,0.8571046952690397
base,mnli+qqp+sst2+record+imdb,5,rte,0.6631726569363049,0.8735592849552631
base,mnli+qqp+sst2+record+imdb,5,cola,0.6276820746383497,0.8601889378790345
base,mnli+qqp+sst2+record+imdb,5,cb,0.6668365674891642,0.8826261247907367
