method,combo,n_tasks,target,sar,sar_iso
base,qqp+record,2,mrpc,0.628901989066175,0.8601359059768063
base,qqp+record,2,boolq,0.610775408201984,0.8539406462971654
base,qqp+record,2,rte,0.628807818783181,0.8590000718832016
base,qqp+record,2,cola,0.6131546118828867,0.8538218537079436
base,qqp+record,2,cb,0.6015817960059004,0.8523471294237035
base,qqp+record,2,scitail,0.6364655221612858,0.8609993966030223
base,qqp+record,2,stsb,0.5744232657099408,0.8456608450838498
base,qqp+record,2,cr,0.6057745161732393,0.8522822824972016
base,qqp+record,2,rotten_tomatoes,0.6057814903823393,0.8519224681492362
base,qqp+record,2,multirc,0.6222379977947899,0.8560376816562244
base,qqp+record,2,copa,0.5853218432914998,0.8459444152457374
base,qqp+record,2,piqa,0.6146151589761887,0.8524655093039785
base,qqp+record+anli_r1,3,mrpc,0.6421300524047443,0.8645969097103391
base,qqp+record+anli_r1,3,boolq,0.6170203605932849,0.8553552435977119
base,qqp+record+anli_r1,3,rte,0.670639131218195,0.8753261991909572
base,qqp+record+anli_r1,3,cola,0.6236176065036229,0.8566092438995838
base,qqp+record+anli_r1,3,cb,0.6824099279141852,0.889758078115327
base,qqp+record+anli_r1,3,scitail,0.7014537590023663,0.883617393140282
base,qqp+record+anli_r1,3,stsb,0.577795698906162,0.8464621579540628
base,qqp+record+anli_r1,3,cr,0.6193537507206202,0.8564603278147322
base,qqp+record+anli_r1,3,rotten_tomatoes,0.6155878957360983,0.85463010892272
base,qqp+record+anli_r1,3,multirc,0.6269266034609505,0.8572326845356396
base,qqp+record+anli_r1,3,copa,0.5902942464953023,0.8469751416040319
base,qqp+record+anli_r1,3,piqa,0.6175611208725188,0.8530380962682622
base,qqp+record+anli_r1+hellaswag,4,mrpc,0.6466380224696228,0.8648762708263737
base,qqp+record+anli_r1+hellaswag,4,boolq,0.621764767316303,0.8556965501712901
base,qqp+record+anli_r1+hellaswag,4,rte,0.6752375287136861,0.8756510594061443
base,qqp+record+anli_r1+hellaswag,4,cola,0.628847858402878,0.8573302576052291
base,qqp+record+anli_r1+hellaswag,4,cb,0.6887997412788016,0.889936873955386
base,qqp+record+anli_r1+hellaswag,4,scitail,0.7037285853709493,0.8834378211093801
base,qqp+record+anli_r1+hellaswag,4,stsb,0.584137536651854,0.8469754747514214
base,qqp+record+anli_r1+hellaswag,4,cr,0.6246489086853606,0.8568849670035499
base,qqp+record+anli_r1+hellaswag,4,rotten_tomatoes,0.6201328148267099,0.8549001142382622
base,qqp+record+anli_r1+hellaswag,4,multirc,0.6318149476179055,0.8577229944722993
base,qqp+record+anli_r1+hellaswag,4,copa,0.6030357601121068,0.850687723872917
base,qqp+record+anli_r1+hellaswag,4,piqa,0.6703012894972095,0.869361387565732
base,qqp+record+anli_r1+hellaswag+winogrande,5,mrpc,0.6489247230014631,0.8651399444788694
base,qqp+record+anli_r1+hellaswag+winogrande,5,boolq,0.6261774231679738,0.8562815325068576
base,qqp+record+anli_r1+hellaswag+winogrande,5,rte,0.6761482719864164,0.8754556205655847
base,qqp+record+anli_r1+hellaswag+winogrande,5,cola,0.6316135447871473,0.8578177565442664
base,qqp+record+anli_r1+hellaswag+winogrande,5,cb,0.6889485268454466,0.8893397370619434
base,qqp+record+anli_r1+hellaswag+winogrande,5,scitail,0.7045594497716853,0.8833041893584388
base,qqp+record+anli_r1+hellaswag+winogrande,5,stsb,0.5873006336790111,0.8471821637025901
base,qqp+record+anli_r1+hellaswag+winogrande,5,cr,0.6313659965858928,0.8581561039068869
base,qqp+record+anli_r1+hellaswag+winogrande,5,rotten_tomatoes,0.6265444425599915,0.8559504212545497
